'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:00.102',-123.074,1468.118,3.813,24.516,-47.942,2.501,-8.482,2.939,2.432,-8.488,2.892,-0.534,0.31,-0.551,40.098
'0:00.105',-113.087,1469.602,3.72,24.722,-47.663,2.477,-8.385,2.941,2.355,-8.41,2.852,-0.541,0.312,-0.561,40.102
'0:00.109',-122.797,1491.567,3.513,24.715,-46.972,2.442,-8.312,2.929,2.433,-8.373,2.776,-0.526,0.317,-0.545,40.106
'0:00.113',-137.894,1515.016,3.259,24.608,-46.315,2.418,-8.252,2.93,2.315,-8.288,3.087,-0.526,0.317,-0.545,40.11
'0:00.117',-123.351,1550.189,3.113,24.952,-45.719,2.37,-8.167,2.919,2.278,-8.213,2.931,-0.533,0.316,-0.572,40.114
'0:00.121',-110.128,1525.998,2.899,24.937,-44.632,2.333,-8.13,2.895,2.279,-8.138,2.775,-0.527,0.319,-0.538,40.118
'0:00.125',-114.706,1573.637,2.635,25.174,-43.944,2.322,-8.07,2.896,2.202,-8.096,2.852,-0.529,0.323,-0.588,40.122
'0:00.129',-104.208,1531.119,2.307,25.181,-42.883,2.322,-8.01,2.873,2.164,-8.019,2.813,-0.545,0.317,-0.545,40.126
'0:00.133',-118.496,1584.62,1.941,25.097,-41.939,2.311,-7.974,2.873,2.24,-7.941,2.893,-0.538,0.323,-0.53,40.13
'0:00.137',-122.265,1538.464,1.531,24.929,-40.713,2.311,-7.926,2.862,2.24,-7.942,2.815,-0.538,0.323,-0.53,40.133
'0:00.141',-110.937,1565.55,1.193,24.875,-39.873,2.287,-7.865,2.862,2.203,-7.865,2.776,-0.533,0.316,-0.584,40.137
'0:00.145',-100.418,1535.533,0.773,24.738,-38.572,2.288,-7.841,2.887,2.279,-7.865,2.855,-0.51,0.307,-0.607,40.141
'0:00.148',-103.655,1575.085,0.191,25.067,-37.32,2.276,-7.817,2.888,2.164,-7.785,2.854,-0.519,0.319,-0.597,40.145
'0:00.152',-99.886,1527.482,-0.127,25.082,-35.85,2.288,-7.792,2.924,2.279,-7.788,2.817,-0.524,0.333,-0.572,40.149
'0:00.156',-104.74,1544.326,-0.414,25.51,-34.453,2.276,-7.78,2.937,2.124,-7.822,2.892,-0.546,0.316,-0.545,40.153
'0:00.160',-95.84,1512.826,-0.296,25.64,-32.957,2.276,-7.744,2.937,2.125,-7.707,2.815,-0.534,0.332,-0.515,40.157
'0:00.164',-85.321,1529.671,-0.468,25.885,-31.713,2.289,-7.732,2.937,2.202,-7.708,2.855,-0.534,0.332,-0.515,40.161
'0:00.168',-86.684,1537.723,-0.649,26.405,-30.386,2.301,-7.696,2.938,2.201,-7.706,2.933,-0.552,0.333,-0.515,40.165
'0:00.172',-97.181,1491.567,-0.996,26.275,-28.942,2.326,-7.673,2.915,2.086,-7.705,2.893,-0.536,0.332,-0.542,40.169
'0:00.176',-102.59,1531.86,-1.171,26.489,-27.572,2.314,-7.686,2.878,2.24,-7.67,2.856,-0.545,0.33,-0.528,40.173
'0:00.180',-96.372,1478.395,-1.228,26.352,-25.924,2.326,-7.663,2.83,2.242,-7.673,2.7,-0.522,0.339,-0.511,40.176
'0:00.184',-71.843,1516.499,-1.655,26.084,-24.497,2.302,-7.675,2.793,2.242,-7.711,2.7,-0.54,0.33,-0.532,40.18
'0:00.188',-71.843,1496.688,-1.623,25.579,-23.01,2.302,-7.651,2.77,2.165,-7.712,2.62,-0.54,0.33,-0.532,40.184
'0:00.191',-79.125,1469.602,-1.792,25.059,-21.461,2.277,-7.663,2.745,2.203,-7.751,2.66,-0.55,0.33,-0.505,40.188
'0:00.195',-68.074,1455.688,-2.069,24.065,-19.843,2.253,-7.663,2.733,2.204,-7.712,2.621,-0.534,0.34,-0.53,40.192
'0:00.199',-79.934,1438.843,-2.139,22.94,-18.255,2.241,-7.651,2.72,2.165,-7.672,2.66,-0.529,0.344,-0.492,40.196
'0:00.203',-72.12,1416.1,-2.05,21.456,-16.82,2.216,-7.663,2.696,2.165,-7.673,2.621,-0.543,0.33,-0.534,40.2
'0:00.207',-71.31,1424.894,-2.005,20.026,-15.102,2.216,-7.663,2.696,2.127,-7.673,2.581,-0.536,0.337,-0.499,40.204
'0:00.211',-62.41,1417.584,-2.158,18.083,-13.667,2.204,-7.675,2.671,2.165,-7.634,2.621,-0.527,0.348,-0.555,40.208
'0:00.215',-68.074,1397.066,-2.158,15.956,-12.162,2.204,-7.687,2.671,2.126,-7.669,2.776,-0.527,0.348,-0.555,40.212
'0:00.219',-64.028,1393.393,-1.9,13.455,-10.474,2.191,-7.723,2.634,2.127,-7.712,2.581,-0.543,0.339,-0.511,40.215
'0:00.223',-56.214,1397.066,-1.922,10.571,-8.999,2.191,-7.747,2.658,2.127,-7.827,2.658,-0.54,0.348,-0.515,40.219
'0:00.227',-39.499,1396.324,-1.712,8.055,-7.238,2.227,-7.772,2.67,2.127,-7.75,2.62,-0.533,0.346,-0.486,40.223
'0:00.230',-45.972,1391.204,-1.744,4.995,-5.842,2.276,-7.82,2.706,2.126,-7.865,2.697,-0.533,0.349,-0.534,40.227
'0:00.234',-34.921,1336.255,-1.483,2.44,-4.471,2.349,-7.881,2.73,2.28,-7.829,2.7,-0.541,0.342,-0.503,40.231
'0:00.238',-16.587,1341.376,-1.461,-0.229,-3.04,2.396,-7.979,2.729,2.28,-8.062,2.658,-0.526,0.353,-0.557,40.235
'0:00.242',-9.837,1343.6,-1.038,-2.83,-1.553,2.433,-8.028,2.716,2.318,-8.062,2.737,-0.526,0.353,-0.557,40.239
'0:00.246',-22.507,1336.255,-0.691,-5.729,0.161,2.42,-8.1,2.679,2.319,-8.182,2.541,-0.541,0.333,-0.526,40.243
'0:00.250',-26.297,1345.79,-0.582,-8.208,1.809,2.419,-8.113,2.63,2.28,-8.141,2.619,-0.534,0.353,-0.49,40.247
'0:00.254',-1.746,1343.6,-0.547,-10.732,3.297,2.444,-8.102,2.631,2.357,-8.18,2.698,-0.519,0.351,-0.469,40.251
'0:00.258',12.265,1327.462,-0.296,-13.409,4.589,2.456,-8.151,2.594,2.281,-8.181,2.54,-0.529,0.349,-0.526,40.255
'0:00.262',34.644,1280.6,-0.032,-15.849,5.568,2.505,-8.14,2.582,2.396,-8.223,2.503,-0.54,0.34,-0.513,40.258
'0:00.266',56.746,1275.444,0.487,-18.098,6.768,2.578,-8.214,2.582,2.473,-8.224,2.543,-0.54,0.34,-0.513,40.262
'0:00.270',24.402,1295.961,0.652,-20.531,7.573,2.651,-8.263,2.606,2.55,-8.263,2.545,-0.522,0.349,-0.505,40.266
'0:00.273',4.173,1316.479,0.691,-22.932,8.799,2.699,-8.337,2.606,2.704,-8.421,2.546,-0.536,0.332,-0.536,40.27
'0:00.277',-15.225,1312.1,1.286,-25.067,9.782,2.748,-8.35,2.606,2.627,-8.382,2.506,-0.541,0.342,-0.505,40.274
'0:00.281',-44.886,1282.048,1.4,-27.101,10.804,2.784,-8.387,2.594,2.704,-8.461,2.506,-0.548,0.344,-0.507,40.278
'0:00.285',-40.84,1320.893,1.792,-29.136,11.896,2.833,-8.424,2.618,2.742,-8.383,2.547,-0.533,0.344,-0.492,40.282
'0:00.289',-10.923,1285.72,1.948,-30.826,12.744,2.893,-8.46,2.655,2.819,-8.539,2.586,-0.541,0.333,-0.534,40.286
'0:00.293',-0.681,1266.651,2.848,-33.58,14.171,2.918,-8.484,2.691,2.856,-8.499,2.704,-0.541,0.333,-0.534,40.29
'0:00.297',-0.937,1298.151,3.16,-34.674,15.063,2.966,-8.533,2.715,2.895,-8.537,2.744,-0.52,0.339,-0.509,40.294
'0:00.301',20.079,1315.031,3.631,-35.829,15.741,2.99,-8.593,2.726,2.933,-8.654,2.782,-0.533,0.332,-0.557,40.298
'0:00.305',23.593,1312.1,4.268,-36.456,15.95,3.014,-8.63,2.738,2.934,-8.695,2.665,-0.543,0.33,-0.513,40.301
'0:00.309',52.7,1290.099,4.344,-37.145,16.433,3.025,-8.69,2.725,2.971,-8.693,2.782,-0.54,0.335,-0.522,40.305
'0:00.313',47.59,1267.392,4.834,-37.787,16.933,3.074,-8.715,2.737,2.971,-8.692,2.822,-0.529,0.332,-0.496,40.309
'0:00.316',48.122,1276.185,5.394,-38.185,17.124,3.111,-8.716,2.75,3.088,-8.737,2.628,-0.529,0.332,-0.496,40.313
'0:00.320',68.606,1324.531,5.662,-38.736,17.673,3.136,-8.717,2.738,3.125,-8.697,2.707,-0.534,0.326,-0.545,40.317
'0:00.324',86.407,1295.961,6.209,-38.927,17.616,3.173,-8.682,2.715,3.088,-8.776,2.628,-0.545,0.323,-0.507,40.321
'0:00.328',99.353,1290.841,6.489,-38.843,17.929,3.172,-8.706,2.726,3.088,-8.697,2.667,-0.527,0.328,-0.568,40.325
'0:00.332',96.117,1306.238,6.868,-38.72,17.977,3.185,-8.694,2.715,3.164,-8.698,2.708,-0.54,0.316,-0.542,40.329
'0:00.336',82.085,1343.6,7.317,-38.621,18.129,3.173,-8.645,2.74,3.087,-8.736,2.667,-0.54,0.326,-0.507,40.333
'0:00.340',70.757,1302.565,7.663,-38.093,18.155,3.197,-8.646,2.74,3.126,-8.737,2.668,-0.529,0.325,-0.58,40.337
'0:00.344',55.66,1301.824,8.144,-37.673,18.242,3.198,-8.634,2.753,3.126,-8.62,2.668,-0.529,0.325,-0.58,40.34
'0:00.348',51.359,1325.272,8.526,-37.16,18.107,3.222,-8.61,2.765,3.087,-8.618,2.785,-0.545,0.31,-0.547,40.344
'0:00.352',47.036,1314.29,8.93,-36.632,18.342,3.211,-8.561,2.778,3.164,-8.621,2.669,-0.536,0.319,-0.528,40.348
'0:00.355',32.493,1335.513,8.968,-36.104,18.382,3.223,-8.549,2.791,3.164,-8.658,2.747,-0.545,0.321,-0.522,40.352
'0:00.359',22.23,1333.324,9.592,-35.447,18.308,3.235,-8.55,2.779,3.164,-8.659,2.708,-0.533,0.321,-0.551,40.356
'0:00.363',39.222,1347.238,9.802,-34.995,18.455,3.247,-8.562,2.803,3.164,-8.542,2.748,-0.543,0.31,-0.549,40.36
'0:00.367',18.461,1368.497,10.175,-34.238,18.677,3.283,-8.623,2.79,3.241,-8.661,2.67,-0.543,0.307,-0.565,40.364
'0:00.371',14.969,1396.324,10.114,-33.963,18.912,3.307,-8.683,2.802,3.202,-8.697,2.786,-0.526,0.307,-0.565,40.368
'0:00.375',1.214,1399.256,10.337,-33.358,19.243,3.319,-8.72,2.801,3.24,-8.775,2.786,-0.519,0.305,-0.601,40.372
'0:00.379',5.792,1378.032,10.181,-33.366,19.63,3.343,-8.732,2.789,3.24,-8.736,2.826,-0.515,0.3,-0.603,40.376
'0:00.383',6.069,1376.549,10.27,-33.129,20.435,3.342,-8.817,2.763,3.357,-8.897,2.631,-0.52,0.314,-0.511,40.38
'0:00.387',2.023,1376.549,9.999,-33.312,20.996,3.354,-8.842,2.739,3.204,-8.935,2.511,-0.536,0.3,-0.57,40.383
'0:00.391',-0.937,1421.963,9.901,-33.519,21.779,3.354,-8.926,2.725,3.241,-9.012,2.628,-0.552,0.307,-0.522,40.387
'0:00.395',16.587,1413.911,9.646,-34.23,22.631,3.341,-8.986,2.7,3.28,-9.052,2.59,-0.552,0.307,-0.522,40.391
'0:00.398',4.45,1417.584,9.325,-34.751,23.527,3.352,-9.095,2.674,3.242,-9.053,2.511,-0.55,0.312,-0.54,40.395
'0:00.402',-9.028,1378.032,8.94,-35.477,24.454,3.339,-9.143,2.673,3.242,-9.13,2.549,-0.538,0.303,-0.536,40.399
'0:00.406',-42.458,1399.997,8.777,-36.25,25.598,3.338,-9.252,2.659,3.28,-9.364,2.509,-0.538,0.298,-0.561,40.403
'0:00.410',-61.601,1402.928,8.125,-37.275,26.794,3.349,-9.336,2.645,3.203,-9.361,2.586,-0.546,0.302,-0.53,40.407
'0:00.414',-48.399,1372.17,7.67,-38.59,27.746,3.361,-9.373,2.644,3.242,-9.442,2.469,-0.533,0.302,-0.588,40.411
'0:00.418',-47.845,1362.635,7.234,-39.837,28.803,3.372,-9.458,2.607,3.28,-9.48,2.547,-0.543,0.294,-0.563,40.415
'0:00.422',-44.077,1361.893,6.642,-41.344,30.391,3.384,-9.506,2.618,3.357,-9.519,2.587,-0.543,0.294,-0.563,40.419
'0:00.426',-42.203,1357.514,5.617,-43.081,31.235,3.408,-9.603,2.605,3.357,-9.558,2.587,-0.541,0.303,-0.534,40.423
'0:00.430',-28.98,1353.841,4.85,-44.473,32.5,3.468,-9.688,2.604,3.433,-9.754,2.547,-0.541,0.298,-0.526,40.426
'0:00.434',-16.843,1335.513,3.994,-46.163,33.958,3.466,-9.821,2.59,3.433,-9.871,2.547,-0.533,0.296,-0.572,40.43
'0:00.438',-16.31,1338.444,2.801,-47.907,35.232,3.538,-9.942,2.589,3.472,-9.988,2.546,-0.548,0.286,-0.561,40.434
'0:00.441',-11.732,1312.1,1.75,-49.498,36.598,3.623,-10.077,2.587,3.511,-10.184,2.506,-0.527,0.289,-0.553,40.438
'0:00.445',-9.028,1271.807,0.551,-51.258,37.85,3.67,-10.21,2.585,3.587,-10.222,2.586,-0.527,0.289,-0.553,40.442
'0:00.449',-27.085,1301.082,-0.748,-52.872,39.286,3.718,-10.331,2.596,3.626,-10.342,2.429,-0.54,0.278,-0.578,40.446
'0:00.453',-30.875,1294.514,-2.123,-54.623,40.882,3.766,-10.429,2.583,3.625,-10.416,2.624,-0.534,0.282,-0.557,40.45
'0:00.457',-31.94,1246.875,-3.619,-56.329,42.444,3.765,-10.476,2.606,3.702,-10.497,2.546,-0.545,0.286,-0.563,40.454
'0:00.461',-29.257,1243.944,-4.907,-58.058,43.94,3.79,-10.488,2.631,3.702,-10.497,2.546,-0.536,0.282,-0.593,40.458
'0:00.465',-26.297,1271.807,-6.158,-59.259,45.541,3.814,-10.464,2.68,3.74,-10.535,2.586,-0.541,0.271,-0.599,40.462
'0:00.469',-42.458,1264.461,-7.46,-60.651,46.711,3.791,-10.403,2.705,3.701,-10.456,2.664,-0.522,0.27,-0.57,40.465
'0:00.473',-45.163,1241.013,-8.647,-61.699,48.068,3.779,-10.294,2.706,3.701,-10.377,2.703,-0.522,0.27,-0.57,40.469
'0:00.477',-31.94,1211.737,-10.006,-62.64,49.325,3.781,-10.138,2.733,3.778,-10.146,2.667,-0.515,0.264,-0.599,40.473
'0:00.480',-31.13,1243.944,-11.05,-63.389,50.06,3.771,-9.957,2.749,3.701,-9.87,2.825,-0.531,0.259,-0.59,40.477
'0:00.484',-27.638,1248.358,-12.94,-63.741,51.16,3.785,-9.777,2.764,3.702,-9.874,2.629,-0.515,0.25,-0.618,40.481
'0:00.488',-25.743,1219.789,-13.876,-63.405,51.482,3.788,-9.56,2.793,3.74,-9.562,2.711,-0.51,0.243,-0.655,40.485
'0:00.492',-27.894,1232.961,-14.789,-63.206,51.765,3.79,-9.355,2.845,3.74,-9.444,2.79,-0.508,0.241,-0.666,40.489
'0:00.496',-15.501,1280.6,-16.024,-65.302,52.543,3.744,-9.041,2.837,3.625,-9.055,2.752,-0.508,0.238,-0.649,40.493
'0:00.500',-15.778,1279.117,-16.941,-65.279,53.531,3.696,-8.931,2.911,3.587,-8.898,2.792,-0.519,0.238,-0.649,40.497
'0:00.504',-11.988,1309.875,-16.762,-62.188,52.135,3.734,-8.848,2.877,3.778,-8.861,2.834,-0.527,0.238,-0.651,40.501
'0:00.508',-24.679,1331.134,-16.953,-60.597,51.347,3.835,-8.573,2.944,3.817,-8.512,2.877,-0.508,0.222,-0.672,40.505
'0:00.512',-41.394,1334.807,-18.261,-59.236,51.321,3.898,-8.428,3.032,3.816,-8.469,3.072,-0.508,0.234,-0.588,40.508
'0:00.516',-60.792,1417.584,-18.389,-53.246,50.604,4.069,-8.457,3.01,4.163,-8.594,2.96,-0.517,0.22,-0.632,40.512
'0:00.520',-63.219,1404.376,-17.835,-45.674,48.716,4.193,-8.327,3.014,4.201,-8.478,2.962,-0.517,0.22,-0.634,40.516
'0:00.523',-62.133,1493.756,-19.27,-44.955,48.094,3.924,-8.223,3.109,3.74,-8.159,2.956,-0.517,0.22,-0.634,40.52
'0:00.527',-43.544,1489.377,-22.262,-49.46,50.464,3.755,-8.027,3.11,3.624,-8.079,2.994,-0.513,0.216,-0.67,40.524
'0:00.531',-27.638,1556.051,-22.109,-46.27,51.943,3.471,-8.225,3.079,3.468,-8.305,3.224,-0.505,0.215,-0.68,40.528
'0:00.535',-13.883,1562.619,-20.343,-42.958,49.386,3.559,-7.999,3.059,3.623,-7.961,3.073,-0.524,0.206,-0.653,40.532
'0:00.539',-14.415,1599.275,-19.795,-39.118,48.063,3.831,-7.748,3.322,3.853,-7.767,3.273,-0.501,0.209,-0.624,40.536
'0:00.543',-27.638,1630.034,-19.977,-34.215,46.345,3.854,-7.892,3.368,3.931,-7.965,3.156,-0.508,0.202,-0.678,40.54
'0:00.547',-55.937,1664.465,-21.281,-33.32,44.514,4.062,-7.971,3.26,3.968,-8.001,3.313,-0.498,0.201,-0.659,40.544
'0:00.551',-56.746,1702.569,-20.257,-26.321,45.323,4.086,-7.959,3.285,4.007,-8.002,3.313,-0.498,0.201,-0.659,40.548
'0:00.555',-62.133,1760.449,-20.489,-22.099,45.41,4.013,-7.908,3.322,3.968,-7.961,3.391,-0.498,0.197,-0.672,40.551
'0:00.559',-49.208,1753.104,-21.374,-18.809,45.267,3.804,-8.048,3.304,3.699,-8.114,3.268,-0.496,0.193,-0.693,40.555
'0:00.563',-46.227,1818.329,-21.641,-16.584,44.536,3.73,-8.037,3.194,3.661,-8.115,3.189,-0.505,0.19,-0.685,40.559
'0:00.566',-25.488,1797.812,-21.161,-13.417,45.084,3.632,-8.081,3.265,3.622,-8.113,3.228,-0.513,0.19,-0.643,40.563
'0:00.570',-24.934,1810.243,-20.814,-9.607,44.484,3.644,-8.105,3.301,3.66,-8.035,3.307,-0.496,0.201,-0.708,40.567
'0:00.574',-43.8,1827.829,-20.362,-7.053,43.466,3.667,-8.237,3.335,3.583,-8.266,3.343,-0.496,0.201,-0.708,40.571
'0:00.578',-45.972,1827.087,-20.709,-4.574,43.1,3.665,-8.357,3.333,3.659,-8.266,3.383,-0.494,0.183,-0.682,40.575
'0:00.582',-30.066,1827.087,-20.273,-2.463,42.7,3.64,-8.417,3.331,3.544,-8.421,3.341,-0.482,0.19,-0.691,40.579
'0:00.586',-12.542,1824.898,-19.891,-0.711,42.696,3.628,-8.44,3.355,3.582,-8.498,3.38,-0.478,0.185,-0.659,40.583
'0:00.590',-26.297,1815.398,-19.429,1.101,42.913,3.567,-8.413,3.403,3.505,-8.418,3.458,-0.487,0.19,-0.716,40.587
'0:00.594',-25.488,1801.449,-18.86,1.568,43.009,3.53,-8.46,3.426,3.504,-8.495,3.496,-0.498,0.181,-0.676,40.59
'0:00.598',-27.638,1789.019,-18.529,2.899,42.531,3.443,-8.53,3.448,3.351,-8.61,3.415,-0.496,0.186,-0.678,40.594
'0:00.602',-29.789,1775.105,-17.825,2.899,42.357,3.406,-8.578,3.422,3.313,-8.612,3.297,-0.496,0.186,-0.678,40.598
'0:00.605',-59.982,1767.018,-16.781,4.421,41.991,3.32,-8.612,3.396,3.312,-8.647,3.453,-0.477,0.186,-0.662,40.602
'0:00.609',-25.743,1761.897,-15.954,4.085,41.522,3.307,-8.6,3.396,3.159,-8.726,3.293,-0.475,0.179,-0.697,40.606
'0:00.613',3.364,1724.535,-14.684,4.735,40.721,3.197,-8.671,3.296,3.236,-8.649,3.334,-0.478,0.181,-0.672,40.61
'0:00.617',62.41,1700.38,-13.873,3.167,39.999,3.073,-8.741,3.257,3.044,-8.803,3.213,-0.466,0.185,-0.737,40.614
'0:00.621',78.593,1655.672,-13.376,0.398,39.421,3.024,-8.766,3.147,3.045,-8.765,3.174,-0.48,0.174,-0.712,40.618
'0:00.625',54.851,1638.827,-11.553,-1.354,38.825,3.049,-8.731,3.124,3.007,-8.765,3.134,-0.48,0.178,-0.689,40.622
'0:00.629',-0.937,1634.413,-10.155,-1.775,38.077,3.012,-8.754,3.147,2.929,-8.801,3.21,-0.477,0.178,-0.689,40.626
'0:00.633',-50.55,1577.275,-9.067,-3.809,36.646,2.974,-8.851,3.072,2.969,-8.844,3.015,-0.475,0.181,-0.705,40.63
'0:00.637',-77.507,1566.292,-8.485,-6.877,35.158,2.913,-8.886,3.059,2.892,-8.961,2.935,-0.466,0.181,-0.724,40.633
'0:00.641',-53.786,1570.706,-7.068,-9.776,34.793,2.852,-8.872,3.082,2.815,-8.996,3.051,-0.478,0.174,-0.703,40.637
'0:00.645',-50.017,1510.637,-5.458,-12.277,34.045,2.828,-8.81,3.119,2.892,-8.803,3.093,-0.45,0.181,-0.691,40.641
'0:00.648',-7.687,1490.119,-3.844,-14.809,33.196,2.803,-8.81,3.131,2.814,-8.917,3.129,-0.461,0.165,-0.716,40.645
'0:00.652',41.926,1493.756,-2.661,-17.463,31.326,2.828,-8.823,3.107,2.814,-8.916,3.169,-0.461,0.165,-0.716,40.649
'0:00.656',19.015,1440.291,-1.076,-20.401,30.008,2.802,-8.906,3.141,2.622,-8.875,3.126,-0.466,0.169,-0.695,40.653
'0:00.660',-30.875,1445.411,0.029,-23.154,28.864,2.864,-8.896,3.106,2.814,-8.918,3.091,-0.475,0.174,-0.708,40.657
'0:00.664',-88.302,1392.687,1.143,-25.472,28.081,2.937,-8.909,3.143,2.853,-8.958,3.052,-0.456,0.178,-0.695,40.661
'0:00.668',-99.353,1396.324,2.747,-26.107,26.728,2.998,-8.947,3.107,3.007,-9,3.015,-0.466,0.163,-0.731,40.665
'0:00.672',-89.367,1392.687,3.513,-28.455,25.241,3.021,-9.079,3.141,3.046,-9.116,3.054,-0.438,0.169,-0.701,40.669
'0:00.676',-67.797,1358.256,4.086,-30.612,24.206,3.094,-9.129,3.105,3.045,-9.116,3.093,-0.445,0.172,-0.756,40.673
'0:00.680',-37.348,1338.444,6.289,-31.683,22.614,3.155,-9.153,3.203,3.122,-9.234,3.093,-0.445,0.172,-0.756,40.676
'0:00.684',19.015,1306.944,6.48,-33.488,21.196,3.141,-9.261,3.2,3.084,-9.311,3.053,-0.461,0.163,-0.714,40.68
'0:00.688',57.832,1295.961,6.871,-34.108,20.482,3.227,-9.299,3.189,3.161,-9.312,3.093,-0.457,0.172,-0.718,40.684
'0:00.691',41.117,1318.669,7.835,-33.932,19.799,3.201,-9.429,3.258,3.197,-9.426,3.249,-0.442,0.165,-0.699,40.688
'0:00.695',-10.391,1326.014,7.667,-34.031,18.76,3.261,-9.515,3.234,3.275,-9.583,3.21,-0.445,0.16,-0.735,40.692
'0:00.699',-28.171,1316.479,8.373,-33.465,18.408,3.309,-9.564,3.246,3.198,-9.661,3.169,-0.459,0.163,-0.71,40.696
'0:00.703',2.832,1298.151,8.952,-33.006,17.416,3.308,-9.66,3.268,3.312,-9.776,3.327,-0.459,0.163,-0.71,40.7
'0:00.707',18.461,1296.703,9.089,-31.278,16.777,3.393,-9.71,3.268,3.391,-9.781,3.132,-0.442,0.162,-0.77,40.704
'0:00.711',4.983,1281.306,9.248,-29.947,15.741,3.417,-9.759,3.244,3.466,-9.741,3.29,-0.459,0.154,-0.741,40.708
