'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:00.184',246.262,2145.049,-12.207,-20.572,-5.419,2.657,-7.629,3.102,2.623,-7.661,3.146,-0.265,0.142,-0.869,58.183
'0:00.188',251.933,2139.188,-10.439,-17.362,-8.549,2.706,-7.617,3.151,2.642,-7.651,3.156,-0.251,0.144,-0.883,58.187
'0:00.191',269.728,2142.86,-8.797,-14.369,-11.587,2.706,-7.641,3.151,2.7,-7.633,3.167,-0.249,0.131,-0.883,58.191
'0:00.195',270.249,2150.91,-7.161,-11.017,-14.488,2.767,-7.643,3.164,2.767,-7.634,3.159,-0.225,0.144,-0.835,58.195
'0:00.199',269.206,2139.929,-5.506,-8.057,-17.156,2.742,-7.667,3.127,2.757,-7.663,3.187,-0.253,0.126,-0.906,58.199
'0:00.203',262.688,2117.935,-3.712,-4.983,-19.58,2.755,-7.668,3.103,2.69,-7.633,3.138,-0.253,0.126,-0.906,58.202
'0:00.207',269.728,2071.79,-2.035,-2.279,-22.138,2.767,-7.704,3.09,2.7,-7.653,3.147,-0.272,0.142,-0.841,58.206
'0:00.211',269.206,2043.969,-0.479,0.647,-24.385,2.743,-7.668,3.042,2.719,-7.683,3.099,-0.258,0.144,-0.871,58.21
'0:00.215',282.96,1972.158,0.988,3.567,-26.709,2.718,-7.668,3.005,2.71,-7.644,3.079,-0.253,0.137,-0.908,58.214
'0:00.219',296.713,1938.476,2.731,6.237,-28.764,2.669,-7.656,2.981,2.653,-7.635,2.991,-0.272,0.135,-0.869,58.218
'0:00.223',307.99,1879.869,4.126,8.28,-30.875,2.608,-7.667,2.931,2.586,-7.645,2.941,-0.272,0.142,-0.864,58.222
'0:00.227',317.702,1819.039,6.051,10.033,-32.898,2.522,-7.714,2.905,2.528,-7.683,2.93,-0.272,0.139,-0.912,58.226
'0:00.230',348.99,1749.452,7.659,11.112,-34.999,2.448,-7.773,2.854,2.442,-7.799,2.878,-0.262,0.139,-0.912,58.23
'0:00.234',359.485,1699.636,9.202,12.09,-37.006,2.361,-7.856,2.803,2.385,-7.828,2.828,-0.281,0.142,-0.839,58.234
'0:00.238',388.622,1588.283,10.856,12.359,-39.112,2.311,-7.964,2.788,2.279,-7.924,2.806,-0.272,0.149,-0.835,58.238
'0:00.242',402.115,1559.72,12.555,12.939,-40.917,2.224,-8.071,2.749,2.192,-8.068,2.804,-0.279,0.14,-0.862,58.242
'0:00.246',429.883,1456.417,14.358,13.195,-42.919,2.137,-8.177,2.71,2.183,-8.137,2.754,-0.272,0.151,-0.877,58.245
'0:00.250',445.201,1391.208,15.911,12.811,-44.848,2.062,-8.284,2.682,2.097,-8.263,2.683,-0.288,0.146,-0.856,58.249
'0:00.254',454.131,1339.944,17.534,12.022,-46.351,1.987,-8.44,2.642,2.001,-8.319,2.701,-0.288,0.146,-0.856,58.253
'0:00.258',465.994,1261.532,19.083,11.186,-47.937,1.888,-8.545,2.651,1.876,-8.464,2.658,-0.27,0.149,-0.864,58.257
'0:00.262',480.008,1194.875,20.641,9.635,-49.352,1.764,-8.675,2.623,1.847,-8.57,2.637,-0.29,0.137,-0.864,58.261
'0:00.266',477.857,1145.059,21.998,7.727,-50.47,1.653,-8.769,2.607,1.636,-8.733,2.554,-0.29,0.146,-0.839,58.265
'0:00.270',493.501,1086.452,23.241,5.246,-51.703,1.554,-8.851,2.592,1.502,-8.859,2.473,-0.291,0.158,-0.841,58.269
'0:00.273',499.694,1009.522,24.636,2.893,-52.956,1.443,-8.909,2.578,1.434,-8.886,2.53,-0.305,0.154,-0.812,58.273
'0:00.277',509.145,978.77,25.476,0.196,-53.809,1.344,-8.991,2.575,1.299,-9.001,2.488,-0.307,0.163,-0.833,58.277
'0:00.281',493.501,931.144,26.32,-2.872,-54.76,1.27,-9.05,2.561,1.28,-9.03,2.478,-0.307,0.163,-0.833,58.281
'0:00.285',494.87,893.79,26.805,-6.392,-55.842,1.208,-9.121,2.546,1.203,-9.096,2.466,-0.304,0.16,-0.831,58.284
'0:00.289',494.023,856.403,27.555,-9.655,-56.716,1.171,-9.179,2.569,1.136,-9.202,2.454,-0.321,0.165,-0.827,58.288
'0:00.293',465.994,819.79,27.768,-13.168,-57.563,1.146,-9.251,2.567,1.107,-9.221,2.444,-0.318,0.158,-0.82,58.292
'0:00.297',442.789,789.005,28.044,-16.519,-58.182,1.144,-9.359,2.59,1.088,-9.299,2.423,-0.325,0.163,-0.833,58.296
'0:00.301',412.088,739.93,28.093,-19.945,-58.827,1.168,-9.419,2.613,1.097,-9.386,2.452,-0.316,0.165,-0.814,58.3
'0:00.305',367.307,745.791,28.255,-23.431,-59.3,1.167,-9.551,2.635,1.04,-9.492,2.441,-0.316,0.165,-0.814,58.304
'0:00.309',335.237,701.094,28.002,-26.29,-59.706,1.19,-9.671,2.657,1.067,-9.529,2.558,-0.321,0.163,-0.843,58.308
'0:00.313',304.21,737,27.852,-29.074,-60.325,1.25,-9.756,2.693,1.153,-9.724,2.626,-0.33,0.162,-0.806,58.312
'0:00.316',277.289,717.228,27.785,-31.394,-60.798,1.322,-9.865,2.74,1.21,-9.879,2.684,-0.323,0.169,-0.864,58.316
'0:00.320',231.726,714.298,27.548,-33.511,-60.949,1.382,-9.974,2.776,1.297,-9.948,2.724,-0.346,0.169,-0.785,58.32
'0:00.324',206.63,695.975,27.411,-35.055,-61.505,1.504,-10.059,2.86,1.344,-10.044,2.793,-0.332,0.172,-0.789,58.324
'0:00.328',191.247,747.98,26.637,-36.889,-62.452,1.601,-10.157,2.896,1.45,-10.074,2.824,-0.363,0.172,-0.808,58.327
'0:00.332',157.873,719.417,26.605,-37.186,-62.722,1.686,-10.229,2.969,1.622,-10.144,2.885,-0.363,0.172,-0.808,58.331
'0:00.336',129.78,773.612,26.181,-37.165,-63.086,1.746,-10.289,3.029,1.679,-10.28,2.924,-0.359,0.17,-0.777,58.335
'0:00.340',116.613,758.96,26.101,-36.997,-63.596,1.795,-10.289,3.09,1.727,-10.261,2.964,-0.359,0.174,-0.774,58.339
'0:00.344',92.886,778.024,25.695,-36.613,-64.022,1.844,-10.278,3.152,1.774,-10.249,3.121,-0.372,0.163,-0.802,58.343
'0:00.348',94.776,834.442,25.368,-36.087,-64.485,1.869,-10.205,3.214,1.793,-10.21,3.131,-0.366,0.162,-0.812,58.347
'0:00.352',107.422,857.144,25.556,-35.527,-65.13,1.882,-10.132,3.24,1.832,-10.152,3.142,-0.373,0.169,-0.781,58.351
'0:00.355',108.269,879.105,25.602,-34.327,-66.019,1.908,-10.036,3.302,1.831,-10.112,3.24,-0.373,0.169,-0.774,58.355
'0:00.359',112.571,909.149,25.383,-33.079,-66.789,1.909,-9.951,3.328,1.83,-10.033,3.319,-0.384,0.174,-0.774,58.359
'0:00.363',109.312,915.01,25.421,-31.717,-68.053,1.935,-9.831,3.355,1.879,-9.84,3.301,-0.379,0.176,-0.795,58.363
'0:00.367',113.614,916.492,25.446,-29.883,-69.124,1.936,-9.734,3.393,1.869,-9.8,3.331,-0.393,0.167,-0.793,58.367
'0:00.371',124.174,961.895,25.839,-28.083,-70.46,1.949,-9.639,3.383,1.898,-9.722,3.361,-0.375,0.179,-0.766,58.37
'0:00.375',106.053,993.422,25.681,-25.797,-71.537,1.986,-9.555,3.385,1.947,-9.676,3.275,-0.414,0.172,-0.756,58.374
'0:00.379',125.738,1012.452,25.729,-23.977,-72.452,1.975,-9.471,3.398,1.917,-9.577,3.353,-0.412,0.179,-0.747,58.378
'0:00.383',124.174,1046.168,26.02,-21.509,-73.617,1.976,-9.386,3.4,1.889,-9.5,3.324,-0.412,0.179,-0.747,58.382
'0:00.387',146.01,1104.034,25.653,-19.095,-74.735,1.965,-9.315,3.352,1.927,-9.423,3.306,-0.412,0.188,-0.758,58.386
'0:00.391',156.244,1115.015,25.6,-16.513,-75.494,1.941,-9.231,3.293,1.889,-9.316,3.257,-0.417,0.172,-0.745,58.39
'0:00.395',183.425,1125.288,25.472,-14.288,-76.243,1.917,-9.172,3.221,1.841,-9.267,3.247,-0.429,0.183,-0.722,58.394
'0:00.398',185.902,1185.343,25.227,-12.022,-76.81,1.882,-9.088,3.174,1.775,-9.122,3.159,-0.408,0.181,-0.737,58.398
'0:00.402',203.697,1189.014,25.225,-9.527,-77.32,1.821,-9.004,3.114,1.766,-9.084,3.11,-0.421,0.185,-0.791,58.402
'0:00.406',212.562,1212.457,24.879,-7.06,-77.731,1.81,-8.921,3.055,1.728,-8.969,3.013,-0.429,0.188,-0.71,58.406
'0:00.410',222.014,1274.735,24.632,-5.077,-77.97,1.75,-8.836,2.995,1.7,-8.882,2.935,-0.429,0.188,-0.71,58.409
'0:00.414',214.452,1278.373,24.714,-2.643,-78.344,1.702,-8.775,2.971,1.681,-8.864,2.886,-0.433,0.185,-0.726,58.413
'0:00.418',216.082,1286.457,24.201,-0.674,-78.469,1.702,-8.74,2.947,1.643,-8.785,2.886,-0.452,0.183,-0.733,58.417
'0:00.422',203.111,1309.9,24.049,1.504,-78.225,1.69,-8.704,2.936,1.576,-8.765,2.875,-0.452,0.186,-0.699,58.421
'0:00.426',198.548,1350.924,24.163,3.27,-78.063,1.691,-8.68,2.924,1.576,-8.727,2.837,-0.454,0.192,-0.689,58.425
'0:00.430',176.451,1337.721,23.629,4.868,-77.788,1.666,-8.679,2.936,1.585,-8.697,2.856,-0.447,0.19,-0.762,58.429
'0:00.434',165.956,1353.114,23.441,6.419,-77.393,1.691,-8.68,2.936,1.595,-8.688,2.866,-0.447,0.19,-0.762,58.433
'0:00.438',148.683,1386.83,23.04,7.012,-77.023,1.715,-8.716,2.96,1.576,-8.716,2.885,-0.464,0.181,-0.731,58.437
'0:00.441',121.175,1421.994,23.047,7.451,-76.581,1.714,-8.74,2.972,1.556,-8.726,2.875,-0.47,0.193,-0.676,58.441
'0:00.445',88.845,1412.462,22.711,7.612,-76.29,1.677,-8.75,2.995,1.566,-8.745,2.885,-0.466,0.192,-0.691,58.445
'0:00.449',52.146,1413.203,22.08,6.54,-75.63,1.628,-8.797,3.018,1.556,-8.823,2.855,-0.48,0.197,-0.67,58.449
'0:00.453',21.967,1404.412,22.287,5.596,-74.933,1.566,-8.842,3.089,1.527,-8.849,2.971,-0.473,0.201,-0.676,58.452
'0:00.457',16.035,1434.423,22.644,4.727,-74.449,1.517,-8.888,3.16,1.439,-8.925,3.028,-0.48,0.202,-0.685,58.456
'0:00.461',3.911,1418.322,22.861,3.459,-74.236,1.516,-8.958,3.244,1.401,-8.924,3.047,-0.48,0.202,-0.685,58.46
'0:00.465',-23.857,1455.676,23.019,1.868,-74.35,1.551,-9.053,3.339,1.457,-9.048,3.183,-0.496,0.202,-0.67,58.464
'0:00.469',-40.87,1425.631,23.511,-0.823,-74.954,1.586,-9.172,3.446,1.485,-9.076,3.272,-0.499,0.202,-0.691,58.468
'0:00.473',-56.774,1431.492,23.914,-3.917,-75.656,1.61,-9.267,3.566,1.523,-9.278,3.407,-0.48,0.201,-0.676,58.472
'0:00.477',-51.625,1435.164,24.155,-7.929,-77.034,1.633,-9.41,3.648,1.589,-9.403,3.554,-0.492,0.193,-0.705,58.476
'0:00.480',-64.271,1452.005,24.697,-13.121,-78.89,1.644,-9.542,3.695,1.588,-9.489,3.582,-0.512,0.201,-0.657,58.48
'0:00.484',-71.832,1434.423,25.417,-19.405,-81.241,1.703,-9.649,3.815,1.674,-9.625,3.69,-0.512,0.201,-0.657,58.484
'0:00.488',-69.941,1416.133,26.056,-25.777,-83.779,1.763,-9.769,3.874,1.721,-9.712,3.768,-0.515,0.209,-0.657,58.488
'0:00.492',-72.093,1462.278,27.162,-32.614,-86.514,1.897,-9.868,3.91,1.826,-9.838,3.867,-0.526,0.204,-0.651,58.492
'0:00.496',-70.202,1424.183,28.192,-39.626,-89.811,2.055,-9.968,3.886,1.942,-9.878,3.868,-0.531,0.208,-0.613,58.495
'0:00.500',-82.066,1461.537,29.382,-47.273,-93.212,2.25,-10.02,3.888,2.134,-9.969,3.881,-0.534,0.197,-0.624,58.499
'0:00.504',-86.433,1438.835,30.309,-54.629,-97.154,2.47,-10.085,3.902,2.383,-10.06,3.923,-0.531,0.201,-0.676,58.503
'0:00.508',-82.913,1464.467,31.695,-62.288,-100.56,2.69,-10.174,3.94,2.518,-10.091,3.925,-0.546,0.193,-0.634,58.507
'0:00.512',-87.215,1473.258,32.597,-68.606,-104.034,2.995,-10.253,3.931,2.874,-10.213,3.93,-0.546,0.193,-0.634,58.511
'0:00.516',-72.418,1468.879,33.947,-73.131,-107.867,3.336,-10.383,3.836,3.057,-10.238,3.855,-0.55,0.201,-0.605,58.515
'0:00.520',-69.42,1504.044,37.217,-76.698,-116.833,3.812,-10.564,3.743,3.587,-10.451,3.794,-0.55,0.201,-0.593,58.519
'0:00.523',-54.884,1482.79,38.928,-76.967,-122.314,4.312,-10.769,3.674,4.183,-10.763,3.773,-0.557,0.206,-0.605,58.523
'0:00.527',-48.366,1482.79,40.591,-76.448,-127.452,4.775,-11.033,3.603,4.529,-10.887,3.709,-0.569,0.197,-0.557,58.527
'0:00.531',-52.407,1490.099,41.834,-75.113,-132.475,5.189,-11.248,3.556,5.049,-11.168,3.647,-0.581,0.192,-0.57,58.531
'0:00.535',-55.927,1500.372,42.97,-73.016,-136.61,5.518,-11.389,3.474,5.299,-11.271,3.602,-0.588,0.179,-0.586,58.534
'0:00.539',-54.298,1516.472,43.293,-70.427,-139.834,5.75,-11.431,3.452,5.627,-11.366,3.499,-0.588,0.179,-0.586,58.538
'0:00.543',-70.528,1520.144,43.449,-67.649,-143.043,5.898,-11.4,3.394,5.753,-11.408,3.452,-0.597,0.188,-0.545,58.542
'0:00.547',-92.364,1479.119,43.478,-65.572,-145.913,5.997,-11.308,3.276,5.898,-11.364,3.319,-0.608,0.193,-0.54,58.546
'0:00.551',-96.667,1494.511,43.905,-63.259,-148.768,5.998,-11.178,3.157,5.976,-11.231,3.223,-0.609,0.192,-0.549,58.55
'0:00.555',-120.132,1471.069,43.725,-60.839,-151.441,5.964,-11.01,3.087,5.956,-11.143,3.253,-0.629,0.178,-0.54,58.554
'0:00.559',-152.203,1468.879,43.789,-58.931,-154.343,5.941,-10.831,3.03,5.996,-10.922,3.158,-0.632,0.192,-0.511,58.558
'0:00.563',-196.657,1500.372,43.711,-56.928,-157.198,5.943,-10.65,3.033,5.997,-10.836,3.1,-0.632,0.192,-0.511,58.562
'0:00.566',-216.082,1475.447,43.884,-55.647,-160.183,5.932,-10.518,3.047,5.939,-10.641,3.11,-0.632,0.192,-0.511,58.566
'0:00.570',-223.122,1463.019,44.029,-54.743,-163.501,5.958,-10.398,3.074,5.958,-10.476,3.112,-0.641,0.181,-0.482,58.57
'0:00.574',-250.89,1465.208,44.01,-54.737,-166.054,5.972,-10.253,3.089,5.978,-10.379,3.103,-0.662,0.186,-0.471,58.574
'0:00.578',-251.672,1485.72,43.81,-55.566,-168.592,5.961,-10.12,3.115,5.959,-10.184,3.104,-0.665,0.174,-0.438,58.577
'0:00.582',-261.906,1472.517,43.126,-57.171,-170.662,6,-9.94,3.192,5.968,-10.097,3.115,-0.674,0.172,-0.455,58.581
'0:00.586',-277.81,1454.228,42.518,-59.261,-172.742,6.002,-9.746,3.292,5.967,-9.803,3.235,-0.69,0.174,-0.417,58.585
'0:00.590',-283.221,1455.676,41.376,-61.783,-173.704,5.98,-9.456,3.321,5.977,-9.716,3.265,-0.69,0.174,-0.417,58.589
'0:00.594',-297.496,1466.656,40.475,-63.691,-173.985,5.959,-9.179,3.314,5.92,-9.395,3.257,-0.7,0.172,-0.417,58.593
'0:00.598',-301.537,1445.437,39.65,-65.619,-173.975,5.95,-8.879,3.307,5.863,-9.035,3.229,-0.702,0.172,-0.373,58.597
'0:00.602',-295.605,1487.91,39.051,-67.629,-174.183,5.979,-8.519,3.302,5.872,-8.85,3.26,-0.707,0.178,-0.356,58.601
'0:00.605',-292.672,1493.77,38.16,-69.341,-174.698,6.044,-8.158,3.394,5.969,-8.414,3.275,-0.723,0.165,-0.386,58.605
'0:00.609',-311.51,1468.138,36.902,-71.823,-175.145,6.109,-7.797,3.522,5.988,-8.161,3.326,-0.733,0.163,-0.325,58.609
'0:00.613',-325.785,1491.581,34.965,-74.574,-175.519,6.199,-7.401,3.591,6.074,-7.685,3.449,-0.733,0.163,-0.325,58.613
'0:00.617',-332.825,1525.263,32.291,-77.945,-175.472,6.202,-7.09,3.524,6.123,-7.269,3.414,-0.737,0.167,-0.312,58.617
'0:00.621',-344.167,1519.403,30.788,-80.635,-175.394,6.218,-6.779,3.445,6.133,-7.027,3.357,-0.742,0.154,-0.325,58.62
'0:00.625',-354.661,1547.258,29.161,-84.553,-174.651,6.233,-6.502,3.511,6.133,-6.668,3.389,-0.749,0.144,-0.325,58.624
'0:00.629',-371.087,1567.029,27.84,-86.859,-173.938,6.249,-6.189,3.553,6.133,-6.492,3.44,-0.749,0.146,-0.285,58.628
'0:00.633',-371.348,1596.333,26.012,-89.3,-172.305,6.24,-5.876,3.571,6.161,-6.074,3.512,-0.763,0.151,-0.285,58.632
'0:00.637',-366.525,1646.149,23.954,-92.698,-171.224,6.219,-5.527,3.589,6.171,-5.704,3.544,-0.76,0.14,-0.283,58.636
'0:00.641',-347.1,1689.363,21.89,-95.186,-169.752,6.174,-5.164,3.619,6.104,-5.461,3.535,-0.76,0.14,-0.283,58.64
'0:00.645',-323.373,1709.875,19.431,-98.153,-167.765,6.117,-4.804,3.564,5.999,-5.023,3.478,-0.784,0.135,-0.269,58.644
'0:00.648',-304.796,1723.82,16.696,-100.418,-165.425,6.024,-4.395,3.473,5.933,-4.829,3.401,-0.781,0.135,-0.237,58.648
'0:00.652',-288.891,1740.661,14.056,-102.441,-163.173,5.918,-3.985,3.407,5.799,-4.266,3.296,-0.803,0.119,-0.214,58.652
'0:00.656',-285.372,1777.307,11.578,-103.506,-160.516,5.849,-3.625,3.303,5.771,-4.023,3.248,-0.786,0.126,-0.152,58.656
'0:00.660',-266.208,1810.248,8.533,-104.437,-157.807,5.791,-3.253,3.2,5.696,-3.538,3.153,-0.802,0.114,-0.185,58.659
'0:00.664',-272.4,1824.9,6.239,-104.632,-155.186,5.807,-2.966,3.121,5.697,-3.153,3.02,-0.802,0.101,-0.158,58.663
'0:00.668',-252.193,1852.755,4.187,-103.601,-153.059,5.896,-2.681,3.079,5.726,-2.92,3.022,-0.802,0.101,-0.158,58.667
'0:00.672',-238.701,1862.287,2.332,-101.618,-149.782,5.984,-2.443,3.024,5.804,-2.632,2.947,-0.814,0.101,-0.183,58.671
'0:00.676',-237.918,1871.785,0.813,-98.274,-146.485,6.085,-2.218,2.981,5.843,-2.468,2.891,-0.814,0.101,-0.183,58.675
'0:00.680',-249.782,1905.501,-0.874,-94.343,-142.59,6.185,-2.004,3.01,5.92,-2.256,2.894,-0.824,0.08,-0.154,58.679
'0:00.684',-252.454,1878.387,-2.811,-89.954,-137.749,6.273,-1.788,3.052,5.987,-2.101,2.916,-0.831,0.078,-0.097,58.683
'0:00.688',-247.891,1877.646,-5.285,-84.849,-132.876,6.312,-1.573,3.056,6.074,-1.84,2.929,-0.828,0.087,-0.087,58.687
'0:00.691',-252.715,1868.148,-7.699,-79.671,-127.109,6.326,-1.442,2.998,6.123,-1.59,2.854,-0.828,0.087,-0.087,58.691
'0:00.695',-254.605,1868.855,-10.316,-74.149,-121.227,6.316,-1.275,2.916,6.085,-1.493,2.854,-0.837,0.069,-0.118,58.695
'0:00.699',-251.15,1876.939,-12.625,-68.532,-115.439,6.207,-1.105,2.894,6.028,-1.298,2.796,-0.842,0.066,-0.064,58.699
'0:00.703',-251.672,1851.273,-14.098,-63.172,-109.848,6.148,-0.96,2.884,5.96,-1.171,2.806,-0.842,0.073,-0.049,58.702
'0:00.707',-244.632,1837.362,-16.494,-58.007,-104.409,6.076,-0.827,2.837,5.894,-0.929,2.728,-0.819,0.062,-0.099,58.706
'0:00.711',-234.138,1805.869,-18.735,-52.404,-98.995,6.004,-0.705,2.801,5.808,-0.782,2.699,-0.84,0.046,-0.078,58.71
