'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:00.430',-83.436,1286.435,-15.685,-72.356,49.233,1.472,-8.616,2.233,1.379,-8.658,2.189,-0.193,0.144,-0.869,16.427
'0:00.434',-70.236,1301.094,-15.233,-72.203,49.011,1.472,-8.604,2.196,1.36,-8.629,2.179,-0.193,0.144,-0.869,16.431
'0:00.438',-54.323,1351.635,-14.816,-72.188,48.758,1.447,-8.592,2.172,1.389,-8.619,2.199,-0.179,0.151,-0.877,16.435
'0:00.441',-51.345,1372.175,-14.294,-72.402,48.306,1.41,-8.58,2.16,1.322,-8.59,2.13,-0.195,0.135,-0.894,16.439
'0:00.445',-33.017,1351.635,-13.842,-72.54,47.946,1.398,-8.568,2.123,1.36,-8.591,2.121,-0.193,0.149,-0.866,16.443
'0:00.449',-18.725,1391.223,-13.446,-72.678,47.677,1.386,-8.581,2.074,1.341,-8.65,2.091,-0.19,0.139,-0.877,16.446
'0:00.453',-21.438,1393.397,-13.171,-72.755,47.018,1.349,-8.617,2.049,1.294,-8.642,1.954,-0.188,0.14,-0.852,16.45
'0:00.457',-5.26,1406.607,-12.804,-73.031,46.52,1.386,-8.655,1.988,1.198,-8.602,1.923,-0.183,0.14,-0.873,16.454
'0:00.461',-2.845,1388.283,-12.782,-73.368,45.822,1.36,-8.679,1.951,1.295,-8.673,1.846,-0.183,0.14,-0.873,16.458
'0:00.465',-0.662,1438.823,-12.571,-73.629,45.516,1.434,-8.668,1.953,1.304,-8.673,1.866,-0.16,0.13,-0.927,16.462
'0:00.469',-1.489,1397.786,-12.521,-73.583,44.849,1.471,-8.669,1.953,1.381,-8.644,1.887,-0.169,0.117,-0.921,16.466
'0:00.473',11.182,1432.218,-12.542,-73.491,44.358,1.533,-8.634,1.979,1.41,-8.663,1.946,-0.183,0.116,-0.877,16.47
'0:00.477',25.474,1428.553,-12.542,-73.108,43.875,1.557,-8.67,2.015,1.458,-8.645,1.917,-0.174,0.126,-0.892,16.474
'0:00.480',27.889,1413.937,-12.895,-72.418,43.301,1.63,-8.732,2.039,1.516,-8.684,1.947,-0.162,0.121,-0.881,16.478
'0:00.484',31.661,1427.829,-13.432,-71.421,43.025,1.678,-8.78,2.051,1.554,-8.732,2.026,-0.162,0.121,-0.912,16.482
'0:00.488',47.309,1461.536,-13.757,-70.041,42.595,1.727,-8.781,2.076,1.621,-8.754,1.978,-0.167,0.112,-0.912,16.486
'0:00.492',58.921,1412.445,-14.082,-66.254,42.281,1.789,-8.733,2.15,1.659,-8.763,2.027,-0.162,0.114,-0.898,16.489
'0:00.496',57.002,1445.428,-14.386,-63.939,42.273,1.801,-8.647,2.224,1.726,-8.734,2.077,-0.164,0.11,-0.892,16.493
'0:00.500',75.893,1410.272,-15.014,-61.271,42.289,1.839,-8.576,2.275,1.725,-8.664,2.166,-0.152,0.114,-0.854,16.497
'0:00.504',79.4,1402.942,-15.311,-58.833,42.465,1.851,-8.575,2.323,1.782,-8.576,2.285,-0.152,0.114,-0.869,16.501
'0:00.508',79.664,1422.715,-15.749,-55.981,42.58,1.876,-8.563,2.36,1.734,-8.545,2.323,-0.16,0.105,-0.902,16.505
'0:00.512',91.806,1372.899,-16.172,-53.068,42.856,1.875,-8.598,2.42,1.743,-8.554,2.343,-0.16,0.105,-0.902,16.509
'0:00.516',89.093,1399.277,-16.321,-49.986,43.094,1.887,-8.657,2.455,1.81,-8.633,2.363,-0.143,0.103,-0.919,16.513
'0:00.520',75.893,1360.456,-16.419,-47.011,43.439,1.899,-8.704,2.515,1.791,-8.68,2.411,-0.15,0.094,-0.902,16.517
'0:00.523',95.577,1335.527,-16.914,-44.45,43.852,1.849,-8.811,2.513,1.79,-8.796,2.459,-0.125,0.103,-0.892,16.521
'0:00.527',140.868,1370.683,-17.041,-42.012,44.282,1.823,-8.93,2.558,1.742,-8.97,2.447,-0.139,0.085,-0.919,16.525
'0:00.531',244.121,1362.629,-16.801,-39.728,44.864,1.747,-9.097,2.542,1.732,-9.057,2.475,-0.138,0.092,-0.889,16.529
'0:00.535',365.702,1339.916,-16.709,-38.7,44.941,1.66,-9.252,2.502,1.636,-9.221,2.443,-0.143,0.092,-0.904,16.532
'0:00.539',435.541,1340.64,-16.37,-37.597,45.133,1.573,-9.395,2.486,1.559,-9.278,2.442,-0.143,0.092,-0.904,16.536
'0:00.543',496.182,1322.359,-15.904,-37.612,45.232,1.499,-9.454,2.423,1.444,-9.452,2.37,-0.138,0.092,-0.885,16.54
'0:00.547',439.577,1301.819,-15.494,-37.888,45.37,1.412,-9.537,2.361,1.406,-9.501,2.31,-0.139,0.087,-0.892,16.544
'0:00.551',357.067,1286.435,-15.12,-38.746,45.14,1.339,-9.573,2.31,1.301,-9.579,2.2,-0.124,0.092,-0.912,16.548
'0:00.555',268.636,1306.975,-14.675,-39.988,44.834,1.301,-9.621,2.26,1.215,-9.627,2.159,-0.127,0.084,-0.892,16.552
'0:00.559',230.921,1300.37,-14.463,-41.491,44.343,1.276,-9.669,2.211,1.243,-9.617,2.16,-0.125,0.089,-0.881,16.556
'0:00.563',246.801,1290.824,-14.082,-43.024,44.006,1.276,-9.694,2.198,1.186,-9.676,2.12,-0.125,0.089,-0.881,16.56
'0:00.566',265.427,1280.597,-13.729,-44.558,43.477,1.275,-9.754,2.185,1.225,-9.705,2.12,-0.118,0.082,-0.91,16.564
'0:00.570',267.842,1258.608,-13.58,-46.076,42.718,1.311,-9.802,2.209,1.244,-9.793,2.11,-0.104,0.077,-0.898,16.568
'0:00.574',205.281,1284.262,-13.171,-47.394,41.898,1.31,-9.886,2.219,1.282,-9.889,2.178,-0.104,0.073,-0.929,16.571
'0:00.578',173.224,1258.608,-12.818,-48.621,40.664,1.358,-9.959,2.243,1.272,-9.919,2.158,-0.104,0.071,-0.902,16.575
'0:00.582',138.156,1276.932,-12.182,-49.679,39.345,1.37,-10.056,2.23,1.281,-10.006,2.187,-0.101,0.073,-0.958,16.579
'0:00.586',134.649,1275.441,-11.702,-50.66,37.72,1.406,-10.116,2.229,1.311,-10.055,2.177,-0.101,0.064,-0.938,16.583
'0:00.590',133.59,1283.537,-10.982,-50.86,35.988,1.454,-10.165,2.253,1.425,-10.114,2.247,-0.101,0.064,-0.938,16.587
'0:00.594',136.27,1278.381,-10.099,-50.814,34.041,1.503,-10.203,2.24,1.435,-10.143,2.276,-0.092,0.075,-0.894,16.591
'0:00.598',123.07,1286.435,-9.562,-50.645,31.956,1.576,-10.24,2.253,1.493,-10.164,2.257,-0.099,0.069,-0.904,16.595
'0:00.602',122.54,1284.986,-8.609,-49.878,29.603,1.588,-10.277,2.228,1.549,-10.241,2.316,-0.09,0.064,-0.931,16.599
'0:00.605',118.471,1271.051,-8.114,-49.142,27.756,1.649,-10.315,2.192,1.588,-10.252,2.297,-0.094,0.062,-0.921,16.603
'0:00.609',116.321,1267.387,-7.239,-47.624,25.326,1.685,-10.304,2.181,1.666,-10.274,2.23,-0.071,0.066,-0.91,16.607
'0:00.613',133.855,1274.716,-6.794,-45.815,23.294,1.723,-10.282,2.158,1.695,-10.265,2.231,-0.071,0.066,-0.91,16.611
'0:00.617',136.534,1284.262,-6.215,-43.975,21.041,1.784,-10.247,2.171,1.695,-10.236,2.202,-0.089,0.05,-0.944,16.614
'0:00.621',153.01,1277.657,-5.918,-41.798,18.81,1.797,-10.187,2.148,1.724,-10.188,2.183,-0.099,0.061,-0.892,16.618
'0:00.625',150.562,1299.645,-5.353,-39.283,16.534,1.823,-10.127,2.162,1.753,-10.131,2.174,-0.083,0.066,-0.923,16.622
'0:00.629',164.589,1276.208,-5.127,-36.661,14.564,1.835,-10.068,2.163,1.821,-10.055,2.137,-0.076,0.062,-0.952,16.626
'0:00.633',180.767,1262.273,-4.929,-34.101,12.249,1.836,-9.984,2.176,1.83,-10.016,2.157,-0.082,0.052,-0.908,16.63
'0:00.637',182.917,1281.321,-4.386,-31.663,10.11,1.825,-9.91,2.202,1.792,-9.928,2.128,-0.082,0.062,-0.919,16.634
'0:00.641',184.803,1294.489,-4.16,-29.24,8.217,1.801,-9.849,2.239,1.773,-9.909,2.118,-0.082,0.062,-0.919,16.638
'0:00.645',183.711,1266.662,-3.609,-27.293,6.101,1.752,-9.812,2.239,1.762,-9.887,2.216,-0.075,0.055,-0.904,16.642
'0:00.648',196.382,1273.267,-3.157,-25.729,4.185,1.704,-9.763,2.227,1.686,-9.819,2.146,-0.078,0.054,-0.94,16.646
'0:00.652',195.059,1277.657,-2.938,-24.303,2.392,1.655,-9.726,2.215,1.666,-9.77,2.195,-0.082,0.054,-0.915,16.65
'0:00.656',182.388,1296.705,-2.797,-23.291,0.621,1.643,-9.665,2.24,1.618,-9.72,2.224,-0.092,0.055,-0.921,16.654
'0:00.660',169.982,1294.489,-2.055,-22.908,-0.973,1.619,-9.653,2.24,1.58,-9.691,2.165,-0.087,0.048,-0.938,16.657
'0:00.664',153.01,1276.208,-2.161,-22.724,-2.713,1.583,-9.64,2.24,1.58,-9.643,2.146,-0.087,0.048,-0.938,16.661
'0:00.668',148.147,1271.051,-1.886,-22.785,-5.281,1.557,-9.723,2.238,1.542,-9.719,2.174,-0.087,0.055,-0.908,16.665
'0:00.672',129.554,1264.489,-1.688,-22.938,-6.5,1.569,-9.82,2.224,1.513,-9.806,2.183,-0.075,0.052,-0.906,16.669
'0:00.676',132.234,1248.338,-1.582,-22.923,-7.612,1.578,-9.989,2.233,1.503,-9.951,2.191,-0.069,0.059,-0.942,16.673
'0:00.680',120.092,1290.824,-1.377,-23.275,-8.623,1.59,-10.133,2.231,1.513,-10.01,2.181,-0.09,0.05,-0.923,16.677
'0:00.684',104.477,1292.316,-1.073,-23.613,-9.742,1.612,-10.266,2.217,1.531,-10.136,2.229,-0.08,0.052,-0.917,16.681
'0:00.688',100.705,1288.651,-0.487,-23.551,-10.693,1.624,-10.338,2.216,1.579,-10.224,2.229,-0.094,0.048,-0.894,16.685
'0:00.691',96.636,1253.494,-0.085,-23.49,-11.651,1.673,-10.339,2.216,1.588,-10.26,2.366,-0.094,0.048,-0.894,16.689
'0:00.695',82.344,1283.537,0.374,-22.938,-12.808,1.71,-10.292,2.218,1.695,-10.245,2.26,-0.097,0.055,-0.908,16.693
'0:00.699',86.943,1259.332,0.925,-22.524,-13.974,1.785,-10.198,2.184,1.743,-10.226,2.251,-0.085,0.061,-0.912,16.696
'0:00.703',87.472,1273.992,1.356,-21.543,-14.978,1.823,-10.104,2.15,1.763,-10.111,2.165,-0.101,0.046,-0.906,16.7
'0:00.707',52.702,1308.424,1.575,-20.454,-16.105,1.861,-10.021,2.103,1.792,-10.075,2.088,-0.089,0.045,-0.933,16.704
