'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:00.090',140.615,1211.378,-17.084,2.12,5.86,2.915,-2.601,8.703,2.757,-2.686,8.597,-0.108,0.666,-0.645,51.089
'0:00.094',155.429,1211.671,-17.471,1.729,6.303,2.94,-2.59,8.679,2.767,-2.646,8.656,-0.122,0.656,-0.614,51.093
'0:00.098',161.89,1211.886,-17.323,1.265,6.628,3.013,-2.567,8.741,2.824,-2.636,8.725,-0.111,0.661,-0.588,51.097
'0:00.102',156.767,1212.054,-17.508,1.247,7.555,3.05,-2.59,8.838,2.853,-2.637,8.716,-0.118,0.659,-0.595,51.101
'0:00.105',183.441,1212.208,-17.554,1.497,7.86,3.123,-2.615,8.887,2.9,-2.637,8.775,-0.106,0.666,-0.63,51.105
'0:00.109',184.272,1212.373,-17.366,1.412,8.579,3.135,-2.639,8.874,2.92,-2.638,8.746,-0.117,0.654,-0.622,51.109
'0:00.113',201.254,1212.561,-17.627,1.766,9.793,3.086,-2.615,8.814,2.91,-2.618,8.746,-0.117,0.654,-0.622,51.113
'0:00.117',195.855,1212.783,-17.885,1.338,12.647,3.026,-2.506,8.766,2.863,-2.569,8.697,-0.094,0.663,-0.593,51.117
'0:00.121',207.438,1213.066,-17.895,0.892,13.699,2.941,-2.457,8.742,2.795,-2.539,8.726,-0.106,0.649,-0.639,51.12
'0:00.125',214.176,1213.442,-17.839,0.8,14.927,2.844,-2.382,8.766,2.699,-2.431,8.666,-0.12,0.651,-0.599,51.124
'0:00.129',228.205,1213.916,-17.726,1.185,15.66,2.807,-2.381,8.765,2.642,-2.392,8.646,-0.115,0.658,-0.618,51.128
'0:00.133',261.663,1214.454,-17.409,2.371,16.297,2.868,-2.383,8.73,2.7,-2.413,8.588,-0.099,0.654,-0.599,51.132
'0:00.137',259.494,1214.988,-16.777,3.074,16.231,3.002,-2.494,8.778,2.853,-2.482,8.678,-0.099,0.652,-0.643,51.136
'0:00.141',257.879,1215.435,-16.505,3.685,16.311,3.16,-2.593,8.815,2.968,-2.59,8.728,-0.108,0.652,-0.643,51.14
'0:00.145',263.509,1215.714,-16.668,4.143,16.753,3.281,-2.704,8.827,3.131,-2.718,8.779,-0.11,0.654,-0.607,51.144
'0:00.148',273.246,1215.795,-16.859,4.296,18.061,3.244,-2.764,8.753,3.083,-2.795,8.777,-0.103,0.652,-0.668,51.148
'0:00.152',320.41,1215.694,-17.309,4.247,19.652,3.109,-2.799,8.677,2.978,-2.815,8.658,-0.104,0.642,-0.639,51.152
'0:00.156',336.055,1215.459,-17.419,4.161,21.437,2.913,-2.759,8.615,2.901,-2.823,8.657,-0.104,0.656,-0.616,51.156
'0:00.160',369.189,1215.119,-17.207,3.807,22.62,2.682,-2.67,8.589,2.623,-2.723,8.546,-0.113,0.651,-0.611,51.159
'0:00.164',360.052,1214.679,-17.323,3.569,23.949,2.463,-2.546,8.516,2.412,-2.644,8.445,-0.113,0.651,-0.611,51.163
'0:00.168',353.822,1214.158,-17.131,3.416,24.931,2.39,-2.45,8.444,2.336,-2.556,8.425,-0.094,0.658,-0.643,51.167
'0:00.172',353.037,1213.623,-16.879,3.416,25.049,2.44,-2.379,8.47,2.308,-2.402,8.347,-0.106,0.645,-0.634,51.171
'0:00.176',367.851,1213.153,-16.601,3.397,24.416,2.599,-2.381,8.508,2.317,-2.411,8.387,-0.08,0.652,-0.624,51.175
'0:00.180',382.942,1212.817,-16.333,3.483,24.025,2.782,-2.457,8.558,2.547,-2.491,8.468,-0.094,0.636,-0.655,51.179
'0:00.184',388.618,1212.629,-16.545,4.143,24.219,2.94,-2.58,8.618,2.662,-2.54,8.509,-0.106,0.643,-0.618,51.183
'0:00.188',429.044,1212.561,-16.502,5.108,25.45,3.049,-2.677,8.679,2.815,-2.676,8.657,-0.099,0.654,-0.632,51.187
'0:00.191',428.767,1212.558,-16.472,6.373,26.322,3.072,-2.785,8.713,2.882,-2.813,8.676,-0.099,0.654,-0.632,51.191
'0:00.195',432.044,1212.585,-16.158,7.339,27.581,3.035,-2.856,8.736,2.91,-2.862,8.676,-0.087,0.649,-0.616,51.195
'0:00.199',418.522,1212.635,-15.834,8.42,28.404,2.961,-2.878,8.747,2.814,-2.917,8.733,-0.089,0.642,-0.657,51.199
'0:00.203',390.787,1212.686,-15.417,9.258,29.477,2.912,-2.902,8.709,2.833,-2.947,8.703,-0.09,0.647,-0.626,51.202
'0:00.207',379.711,1212.719,-15.079,9.209,29.733,2.911,-2.961,8.744,2.747,-2.994,8.721,-0.061,0.647,-0.685,51.206
'0:00.211',346.576,1212.726,-14.365,9.594,29.778,2.886,-3.033,8.731,2.747,-3.053,8.691,-0.092,0.64,-0.645,51.21
'0:00.215',303.981,1212.709,-13.68,9.545,29.58,2.897,-3.092,8.79,2.737,-3.052,8.721,-0.092,0.64,-0.645,51.214
'0:00.219',276.2,1212.696,-13.581,9.129,29.124,2.86,-3.164,8.752,2.698,-3.187,8.758,-0.082,0.647,-0.618,51.218
'0:00.223',245.742,1212.692,-13.826,8.488,29.138,2.786,-3.151,8.715,2.698,-3.197,8.719,-0.08,0.64,-0.622,51.222
'0:00.227',230.651,1212.703,-13.806,7.852,29.314,2.677,-3.125,8.702,2.602,-3.197,8.658,-0.071,0.649,-0.662,51.226
'0:00.230',197.47,1212.753,-13.925,7.736,29.58,2.555,-3.086,8.713,2.555,-3.148,8.648,-0.082,0.64,-0.651,51.23
'0:00.234',159.213,1212.864,-13.197,7.913,29.366,2.531,-3.012,8.762,2.41,-3.096,8.676,-0.057,0.645,-0.653,51.234
'0:00.238',134.108,1213.032,-12.936,7.424,28.754,2.507,-2.963,8.775,2.4,-2.979,8.686,-0.071,0.636,-0.674,51.238
'0:00.242',101.758,1213.257,-13.081,6.685,27.491,2.508,-2.903,8.776,2.381,-2.949,8.706,-0.071,0.636,-0.674,51.242
'0:00.246',67.792,1213.536,-13.23,6.184,26.515,2.471,-2.867,8.716,2.372,-2.921,8.667,-0.069,0.638,-0.647,51.245
'0:00.250',50.025,1213.862,-13.164,6.013,25.858,2.399,-2.781,8.716,2.295,-2.871,8.666,-0.076,0.651,-0.662,51.249
'0:00.254',28.704,1214.252,-13.303,6.056,26.197,2.289,-2.719,8.692,2.209,-2.812,8.635,-0.057,0.649,-0.641,51.253
'0:00.258',67.515,1214.699,-13.141,6.19,26.007,2.204,-2.633,8.716,2.161,-2.685,8.645,-0.068,0.636,-0.678,51.257
'0:00.262',127.37,1215.166,-13.091,6.813,25.938,2.119,-2.582,8.74,2.064,-2.644,8.673,-0.047,0.64,-0.653,51.261
'0:00.266',109.049,1215.64,-12.846,7.54,25.076,2.082,-2.605,8.751,2.036,-2.634,8.653,-0.047,0.64,-0.653,51.265
'0:00.270',67.792,1216.114,-12.985,8.677,24.201,2.094,-2.642,8.739,2.026,-2.653,8.643,-0.052,0.64,-0.71,51.269
'0:00.273',37.888,1216.561,-13.012,9.899,23.585,2.093,-2.763,8.7,2.016,-2.75,8.633,-0.059,0.633,-0.657,51.273
'0:00.277',-4.984,1216.924,-12.916,11.256,23.212,2.079,-2.883,8.674,1.978,-2.797,8.671,-0.059,0.642,-0.662,51.277
'0:00.281',-30.873,1217.149,-12.8,13.737,23.329,2.041,-2.979,8.671,1.949,-2.944,8.601,-0.045,0.636,-0.641,51.281
'0:00.285',-38.673,1217.23,-12.261,14.69,22.939,2.016,-3.038,8.67,1.901,-3.06,8.599,-0.047,0.647,-0.687,51.284
'0:00.289',-35.442,1217.247,-12.35,15.393,22.316,1.991,-3.121,8.68,1.9,-3.088,8.657,-0.048,0.629,-0.659,51.288
'0:00.293',-31.15,1217.284,-11.794,16.022,21.375,2.002,-3.23,8.678,1.91,-3.245,8.588,-0.048,0.629,-0.659,51.292
'0:00.297',-51.64,1217.378,-11.463,15.949,20.877,2.013,-3.326,8.677,1.882,-3.283,8.597,-0.034,0.64,-0.685,51.296
'0:00.301',-58.655,1217.509,-11.368,16.022,20.199,1.963,-3.409,8.662,1.795,-3.388,8.585,-0.05,0.629,-0.689,51.3
'0:00.305',-54.317,1217.667,-10.841,15.606,19.535,1.901,-3.48,8.648,1.853,-3.497,8.565,-0.043,0.638,-0.662,51.304
'0:00.309',-55.655,1217.842,-10.405,15.014,19.075,1.827,-3.539,8.622,1.756,-3.562,8.583,-0.045,0.638,-0.672,51.308
'0:00.313',-34.658,1217.966,-10.315,14.067,18.518,1.742,-3.515,8.524,1.68,-3.612,8.464,-0.031,0.64,-0.697,51.312
'0:00.316',-34.935,1217.959,-9.786,13.254,17.784,1.742,-3.541,8.439,1.613,-3.602,8.404,-0.031,0.64,-0.697,51.316
'0:00.320',-39.226,1217.794,-9.31,12.233,16.283,1.803,-3.482,8.441,1.633,-3.583,8.424,-0.047,0.633,-0.693,51.32
'0:00.324',-51.917,1217.529,-8.87,10.962,14.91,1.914,-3.436,8.468,1.71,-3.517,8.397,-0.015,0.638,-0.664,51.324
'0:00.328',-56.209,1217.24,-8.595,10.144,13.474,2.025,-3.403,8.47,1.815,-3.508,8.418,-0.026,0.636,-0.714,51.327
'0:00.332',-52.148,1216.941,-8.575,9.374,12.82,2.098,-3.38,8.471,1.941,-3.404,8.401,-0.034,0.631,-0.67,51.331
'0:00.336',-66.177,1216.601,-8.178,9.361,12.232,2.136,-3.308,8.509,1.999,-3.397,8.324,-0.034,0.638,-0.685,51.335
'0:00.340',-68.346,1216.181,-7.96,8.622,11.578,2.161,-3.236,8.56,2.046,-3.356,8.453,-0.013,0.635,-0.668,51.339
'0:00.344',-67.285,1215.66,-6.981,8.194,10.966,2.149,-3.199,8.584,2.046,-3.307,8.482,-0.013,0.635,-0.668,51.343
'0:00.348',-59.439,1215.032,-6.752,8.2,10.655,2.174,-3.139,8.622,2.084,-3.258,8.532,-0.027,0.633,-0.703,51.347
'0:00.352',-55.148,1214.349,-6.177,8.182,10.492,2.199,-3.115,8.623,2.074,-3.199,8.562,-0.033,0.629,-0.672,51.351
'0:00.355',-49.194,1213.687,-5.657,8.029,9.887,2.211,-3.141,8.562,2.123,-3.171,8.543,-0.022,0.642,-0.735,51.355
'0:00.359',-49.194,1213.113,-4.747,7.553,9.738,2.175,-3.141,8.501,2.085,-3.172,8.455,-0.027,0.622,-0.701,51.359
'0:00.363',-49.471,1212.676,-4.248,6.801,10.112,2.052,-3.176,8.426,2.018,-3.182,8.415,-0.022,0.633,-0.672,51.363
'0:00.367',-60.27,1212.454,-3.646,6.661,10.561,1.966,-3.175,8.352,1.903,-3.23,8.305,-0.022,0.633,-0.672,51.367
'0:00.371',-40.842,1212.494,-2.875,6.789,10.717,1.941,-3.236,8.29,1.884,-3.241,8.275,-0.031,0.633,-0.676,51.37
'0:00.375',-49.194,1212.773,-2.16,6.324,9.928,2.038,-3.321,8.326,1.922,-3.357,8.323,-0.017,0.64,-0.703,51.374
'0:00.379',-46.795,1213.187,-1.052,6.263,9.202,2.147,-3.467,8.361,1.99,-3.465,8.304,-0.026,0.624,-0.687,51.378
'0:00.383',-62.947,1213.634,-0.49,5.5,8.666,2.194,-3.6,8.42,2.047,-3.524,8.305,0.001,0.636,-0.682,51.382
'0:00.387',-44.903,1214.097,0.235,4.931,9.091,2.156,-3.742,8.466,2.047,-3.717,8.362,-0.022,0.622,-0.708,51.386
'0:00.391',-44.072,1214.655,0.963,3.844,10.077,2.044,-3.848,8.474,1.989,-3.823,8.36,-0.033,0.626,-0.668,51.39
'0:00.395',-49.748,1215.375,1.548,2.67,10.824,1.922,-3.87,8.424,1.825,-3.936,8.386,-0.033,0.626,-0.668,51.394
'0:00.398',-59.163,1216.228,2.121,1.405,11.014,1.86,-3.869,8.386,1.768,-3.936,8.336,-0.033,0.633,-0.693,51.398
'0:00.402',-59.993,1217.095,2.604,-0.483,10.527,1.886,-3.797,8.412,1.749,-3.917,8.297,-0.012,0.64,-0.672,51.402
'0:00.406',-62.162,1217.825,3.034,-2.896,9.645,1.972,-3.726,8.451,1.855,-3.851,8.279,-0.006,0.633,-0.697,51.406
'0:00.410',-62.67,1218.315,3.212,-4.681,9.16,2.034,-3.679,8.477,1.864,-3.773,8.348,-0.019,0.631,-0.668,51.409
'0:00.414',-65.9,1218.534,3.474,-5.885,9.371,2.01,-3.617,8.562,1.892,-3.693,8.457,-0.01,0.635,-0.735,51.413
'0:00.418',-72.638,1218.544,3.97,-6.581,10.112,2.035,-3.532,8.649,1.902,-3.693,8.457,-0.01,0.635,-0.735,51.417
'0:00.422',-73.746,1218.443,4.423,-6.917,10.233,2.11,-3.448,8.712,1.939,-3.546,8.576,-0.019,0.627,-0.685,51.421
'0:00.426',-63.224,1218.319,5.019,-7.424,9.952,2.196,-3.366,8.703,2.025,-3.459,8.647,-0.015,0.636,-0.662,51.425
'0:00.430',-65.9,1218.228,4.956,-7.895,9.669,2.259,-3.26,8.669,2.102,-3.413,8.609,-0.024,0.635,-0.662,51.429
'0:00.434',-66.454,1218.221,4.903,-7.791,10.112,2.248,-3.152,8.635,2.122,-3.248,8.611,-0.006,0.635,-0.705,51.433
'0:00.438',-69.684,1218.268,4.863,-8.182,10.873,2.187,-3.066,8.648,2.064,-3.179,8.601,-0.022,0.629,-0.687,51.437
'0:00.441',-55.425,1218.295,5.009,-8.011,11.575,2.127,-2.98,8.697,2.026,-3.081,8.63,-0.003,0.64,-0.672,51.441
'0:00.445',-64.008,1218.235,5.336,-7.547,11.699,2.14,-2.967,8.77,2.054,-3.08,8.689,-0.003,0.64,-0.672,51.445
'0:00.449',-67.285,1218.08,5.399,-6.991,10.845,2.176,-2.979,8.806,2.034,-3.039,8.787,-0.02,0.626,-0.701,51.449
'0:00.453',-66.177,1217.838,5.575,-6.917,10.136,2.261,-3.052,8.867,2.14,-3.06,8.779,-0.022,0.631,-0.672,51.452
'0:00.457',-67.792,1217.489,5.773,-7.192,9.551,2.37,-3.115,8.855,2.178,-3.089,8.818,-0.027,0.64,-0.685,51.456
'0:00.461',-84.775,1217.011,6.061,-7.528,9.582,2.406,-3.188,8.842,2.255,-3.218,8.769,-0.012,0.638,-0.655,51.46
'0:00.465',-79.145,1216.416,6.17,-7.479,10.118,2.382,-3.224,8.817,2.255,-3.246,8.799,-0.022,0.631,-0.695,51.464
'0:00.469',-69.961,1215.758,6.249,-7.742,10.658,2.259,-3.222,8.791,2.159,-3.274,8.767,-0.022,0.631,-0.668,51.468
'0:00.473',-69.131,1215.082,6.56,-7.577,10.544,2.173,-3.208,8.79,2.063,-3.254,8.737,-0.013,0.636,-0.668,51.472
'0:00.477',-66.731,1214.447,6.891,-7.925,9.496,2.1,-3.194,8.814,2.015,-3.264,8.707,-0.008,0.642,-0.728,51.476
'0:00.480',-65.67,1213.929,6.653,-8.39,8.769,2.075,-3.242,8.752,1.977,-3.272,8.715,-0.022,0.629,-0.68,51.48
'0:00.484',-77.53,1213.61,6.967,-9.233,8.053,2.051,-3.243,8.655,1.9,-3.282,8.656,-0.017,0.64,-0.664,51.484
'0:00.488',-55.425,1213.57,6.901,-9.581,8.136,1.99,-3.195,8.582,1.891,-3.245,8.568,-0.013,0.635,-0.651,51.488
'0:00.492',-40.288,1213.849,6.898,-10.192,8.174,1.868,-3.146,8.496,1.854,-3.197,8.489,-0.003,0.643,-0.701,51.492
'0:00.496',-50.81,1214.43,6.802,-9.966,8.544,1.832,-3.086,8.425,1.672,-3.158,8.36,-0.003,0.643,-0.701,51.495
'0:00.500',-61.332,1215.243,6.723,-9.667,8.34,1.821,-3.002,8.426,1.682,-3.052,8.302,-0.015,0.635,-0.672,51.499
'0:00.504',-58.101,1216.151,6.587,-9.19,7.998,1.883,-2.954,8.512,1.72,-3.021,8.411,-0.001,0.638,-0.724,51.503
'0:00.508',-56.763,1216.984,6.716,-8.549,7.278,2.005,-2.931,8.599,1.854,-2.954,8.501,-0.02,0.629,-0.699,51.507
'0:00.512',-43.287,1217.586,6.537,-7.675,6.901,2.128,-2.945,8.649,1.921,-2.984,8.531,-0.01,0.638,-0.666,51.511
'0:00.516',-51.363,1217.889,6.66,-6.465,7.514,2.164,-2.993,8.697,1.968,-3.061,8.61,-0.029,0.645,-0.682,51.515
'0:00.520',-42.734,1217.936,6.468,-5.31,8.268,2.139,-3.04,8.708,1.987,-3.11,8.62,-0.012,0.645,-0.697,51.519
'0:00.523',-40.565,1217.805,6.951,-4.204,8.922,2.15,-3.101,8.707,1.987,-3.119,8.649,-0.012,0.645,-0.697,51.523
'0:00.527',-41.672,1217.583,7.166,-3.721,9.219,2.15,-3.112,8.731,1.996,-3.137,8.688,-0.02,0.638,-0.697,51.527
'0:00.531',-44.349,1217.314,7.338,-3.422,9.088,2.088,-3.147,8.73,1.967,-3.166,8.697,0.004,0.636,-0.68,51.531
'0:00.535',-50.302,1217.038,7.576,-3.233,9.25,2.076,-3.147,8.705,1.939,-3.186,8.647,-0.008,0.624,-0.722,51.534
'0:00.539',-40.842,1216.823,7.54,-3.3,9.067,2.003,-3.146,8.643,1.853,-3.205,8.587,-0.019,0.642,-0.668,51.538
'0:00.543',-55.425,1216.773,7.523,-3.947,8.783,1.991,-3.147,8.619,1.872,-3.177,8.549,-0.017,0.645,-0.68,51.542
'0:00.547',-57.824,1216.934,7.616,-4.571,8.486,1.966,-3.145,8.655,1.804,-3.193,8.625,-0.017,0.645,-0.68,51.546
'0:00.551',-45.964,1217.274,7.917,-4.803,8.313,1.99,-3.181,8.703,1.814,-3.184,8.635,-0.006,0.64,-0.655,51.55
'0:00.555',-35.996,1217.704,7.9,-5.096,7.749,2.076,-3.183,8.704,1.919,-3.185,8.667,-0.005,0.642,-0.697,51.554
'0:00.559',-24.92,1218.194,8.109,-5.591,6.953,2.161,-3.245,8.704,1.996,-3.206,8.658,-0.017,0.635,-0.662,51.558
'0:00.563',-21.967,1218.762,8.109,-6.147,6.085,2.271,-3.259,8.742,2.093,-3.266,8.659,0.002,0.643,-0.72,51.562
'0:00.566',-9.553,1219.438,7.953,-6.471,6.462,2.258,-3.271,8.742,2.112,-3.286,8.64,-0.019,0.633,-0.697,51.566
'0:00.570',-14.952,1220.171,8.082,-6.288,7.147,2.234,-3.246,8.742,2.092,-3.265,8.728,-0.012,0.64,-0.657,51.57
'0:00.574',-19.29,1220.826,8.162,-5.958,7.434,2.247,-3.211,8.718,2.112,-3.266,8.669,-0.012,0.64,-0.657,51.574
'0:00.578',-22.244,1221.266,8.251,-6.196,7.143,2.296,-3.175,8.756,2.15,-3.247,8.67,-0.012,0.649,-0.666,51.577
'0:00.582',-20.075,1221.411,8.251,-6.777,6.6,2.321,-3.151,8.805,2.198,-3.246,8.749,-0.006,0.647,-0.689,51.581
'0:00.586',-10.937,1221.253,8.162,-7.149,6.251,2.285,-3.126,8.769,2.179,-3.217,8.729,-0.02,0.636,-0.689,51.585
'0:00.590',13.614,1220.87,8.426,-7.186,6.708,2.236,-3.077,8.793,2.15,-3.158,8.758,0.004,0.643,-0.662,51.589
'0:00.594',26.028,1220.403,8.536,-7.565,7.282,2.2,-3.028,8.77,2.102,-3.079,8.778,-0.005,0.631,-0.703,51.593
'0:00.598',26.812,1220.023,8.777,-7.907,7.067,2.225,-2.969,8.771,2.063,-3.04,8.748,-0.005,0.631,-0.703,51.597
'0:00.602',46.795,1219.865,8.741,-8.427,6.552,2.237,-2.956,8.808,2.102,-2.982,8.759,-0.02,0.642,-0.657,51.601
'0:00.605',38.165,1219.949,8.711,-8.329,6.275,2.286,-2.969,8.82,2.111,-2.973,8.74,-0.019,0.647,-0.67,51.605
'0:00.609',29.535,1220.167,8.701,-8.072,6.196,2.311,-2.994,8.82,2.149,-2.992,8.799,-0.006,0.651,-0.655,51.609
'0:00.613',11.445,1220.349,8.79,-7.913,5.898,2.322,-3.03,8.832,2.208,-3.004,8.761,-0.015,0.645,-0.689,51.613
'0:00.617',13.06,1220.315,8.946,-7.956,5.85,2.334,-3.066,8.855,2.188,-3.11,8.789,-0.008,0.642,-0.655,51.617
'0:00.621',15.229,1219.946,8.747,-7.504,6.154,2.285,-3.112,8.878,2.131,-3.119,8.749,-0.008,0.647,-0.718,51.62
'0:00.625',-10.66,1219.193,8.823,-7.094,6.178,2.211,-3.134,8.913,2.063,-3.156,8.786,-0.008,0.647,-0.718,51.624
'0:00.629',-34.381,1218.094,8.939,-7.162,6.317,2.125,-3.156,8.923,1.995,-3.193,8.824,-0.02,0.64,-0.682,51.628
'0:00.633',-51.64,1216.769,8.675,-7.449,6.109,2.075,-3.191,8.934,1.918,-3.211,8.842,-0.01,0.645,-0.651,51.632
'0:00.637',-50.533,1215.401,8.761,-7.919,5.608,2.026,-3.214,8.933,1.899,-3.22,8.851,-0.008,0.649,-0.655,51.636
'0:00.641',-49.748,1214.155,8.804,-8.634,5.109,1.977,-3.213,8.92,1.841,-3.248,8.86,-0.008,0.652,-0.682,51.64
'0:00.645',-60.27,1213.133,8.42,-9.429,4.573,1.953,-3.176,8.896,1.86,-3.21,8.851,-0.024,0.645,-0.682,51.644
'0:00.648',-67.792,1212.323,8.43,-9.746,4.103,1.966,-3.165,8.885,1.851,-3.201,8.792,-0.024,0.645,-0.682,51.648
'0:00.652',-83.437,1211.644,8.337,-9.801,3.245,1.991,-3.069,8.899,1.87,-3.152,8.822,0.004,0.651,-0.653,51.652
'0:00.656',-96.358,1211.029,8.119,-9.588,2.152,2.052,-3.083,8.9,1.909,-3.123,8.833,-0.015,0.651,-0.695,51.656
'0:00.660',-95.297,1210.518,8.195,-8.836,1.034,2.126,-3.084,8.925,1.927,-3.084,8.872,-0.02,0.647,-0.651,51.659
'0:00.664',-93.128,1210.219,8.165,-8.127,0.135,2.199,-3.109,8.925,2.043,-3.164,8.844,-0.024,0.654,-0.668,51.663
'0:00.668',-102.865,1210.246,7.89,-7.76,-0.467,2.223,-3.122,8.937,2.12,-3.185,8.865,-0.012,0.652,-0.651,51.667
'0:00.672',-100.696,1210.649,7.761,-7.192,-0.872,2.223,-3.122,8.937,2.119,-3.223,8.914,-0.017,0.649,-0.687,51.671
'0:00.676',-95.297,1211.459,7.775,-6.893,-1.138,2.186,-3.133,8.949,2.12,-3.214,8.875,-0.017,0.649,-0.687,51.675
'0:00.680',-93.682,1212.662,7.844,-7.046,-2.166,2.138,-3.109,8.9,2.072,-3.194,8.845,-0.024,0.649,-0.647,51.679
'0:00.684',-76.976,1214.212,7.821,-7.033,-2.902,2.064,-3.107,8.875,1.995,-3.106,8.815,-0.013,0.652,-0.71,51.683
'0:00.688',-72.915,1216.03,7.831,-7.308,-3.362,2.003,-3.082,8.875,1.967,-3.116,8.785,-0.027,0.647,-0.676,51.687
'0:00.691',-70.238,1218.013,7.914,-7.211,-3.764,1.93,-3.045,8.838,1.87,-3.075,8.803,-0.019,0.656,-0.641,51.691
'0:00.695',-76.976,1220.006,8.178,-7.339,-4.687,1.906,-3.009,8.802,1.832,-2.987,8.794,-0.027,0.654,-0.647,51.695
'0:00.699',-73.469,1221.831,8.698,-7.522,-5.846,1.931,-2.985,8.803,1.803,-2.986,8.812,-0.027,0.654,-0.647,51.699
'0:00.703',-75.084,1223.29,8.909,-7.901,-7.275,1.98,-3.023,8.791,1.87,-3.027,8.794,-0.015,0.663,-0.676,51.702
'0:00.707',-74.53,1224.211,8.757,-8.139,-8.174,2.004,-3.012,8.755,1.88,-3.046,8.774,-0.026,0.647,-0.653,51.706
'0:00.711',-56.763,1224.516,8.787,-8.066,-8.423,2.004,-3.013,8.707,1.929,-3.068,8.687,-0.012,0.659,-0.643,51.71
'0:00.715',-46.241,1224.204,8.856,-8.231,-8.897,2.029,-3.002,8.695,1.92,-3.07,8.58,-0.024,0.643,-0.689,51.714
