'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:00.129',-36.262,1239.72,3.289,-7.866,-2.413,2.152,-2.907,8.795,2.092,-2.973,8.739,-0.05,0.651,-0.649,47.128
'0:00.133',-37.867,1237.574,3.474,-8.016,-2.741,2.14,-2.919,8.746,2.035,-2.935,8.651,-0.048,0.652,-0.632,47.132
'0:00.137',-31.954,1235.215,3.657,-8.148,-3.249,2.128,-2.884,8.711,2.016,-2.945,8.621,-0.048,0.652,-0.632,47.136
'0:00.141',-26.55,1233.069,3.683,-8.064,-4.078,2.165,-2.861,8.699,2.065,-2.936,8.612,-0.052,0.654,-0.637,47.14
'0:00.145',-23.574,1231.473,3.945,-7.743,-4.706,2.214,-2.874,8.712,2.093,-2.936,8.652,-0.054,0.656,-0.662,47.144
'0:00.148',-21.42,1230.589,3.902,-7.319,-5.308,2.238,-2.898,8.724,2.112,-2.954,8.72,-0.061,0.651,-0.651,47.148
'0:00.152',-22.791,1230.368,3.862,-7.131,-5.675,2.275,-2.91,8.748,2.141,-3.004,8.662,-0.041,0.652,-0.628,47.152
'0:00.156',-30.583,1230.568,4.097,-6.773,-6.103,2.25,-2.958,8.723,2.15,-3.004,8.691,-0.059,0.643,-0.657,47.156
'0:00.160',-39.512,1230.843,4.395,-6.848,-6.564,2.237,-2.97,8.723,2.141,-3.004,8.711,-0.059,0.643,-0.657,47.159
'0:00.164',-37.867,1230.939,4.756,-6.679,-6.711,2.176,-2.993,8.721,2.112,-3.043,8.632,-0.068,0.652,-0.626,47.163
'0:00.168',-39.238,1230.802,5.028,-6.858,-7.547,2.164,-2.945,8.698,2.092,-3.032,8.69,-0.071,0.654,-0.641,47.167
'0:00.172',-41.391,1230.531,5.177,-7.112,-8.068,2.152,-2.944,8.734,2.025,-3.022,8.67,-0.054,0.656,-0.62,47.171
'0:00.176',-46.521,1230.256,5.68,-7.15,-8.63,2.128,-2.895,8.735,2.016,-2.973,8.67,-0.062,0.649,-0.655,47.175
'0:00.180',-37.358,1230.051,5.939,-7.084,-9.125,2.116,-2.895,8.71,1.967,-2.961,8.728,-0.045,0.661,-0.626,47.179
'0:00.184',-52.434,1229.935,6.253,-7.197,-9.913,2.152,-2.921,8.686,2.036,-2.955,8.602,-0.059,0.661,-0.689,47.183
'0:00.188',-39.747,1229.893,7.105,-7.536,-10.676,2.189,-2.934,8.674,2.045,-2.956,8.583,-0.059,0.661,-0.689,47.187
'0:00.191',-43.271,1229.91,7.234,-7.564,-11.371,2.225,-2.971,8.65,2.112,-2.976,8.623,-0.066,0.651,-0.641,47.191
'0:00.195',-47.03,1229.993,7.691,-7.866,-12.246,2.25,-2.948,8.638,2.122,-2.976,8.584,-0.057,0.654,-0.614,47.195
'0:00.199',-51.103,1230.085,8.32,-7.875,-12.554,2.25,-2.912,8.627,2.19,-2.997,8.565,-0.059,0.654,-0.609,47.199
'0:00.203',-65.631,1230.06,8.267,-8.28,-13.008,2.214,-2.828,8.568,2.094,-2.92,8.476,-0.062,0.663,-0.664,47.202
'0:00.207',-55.959,1229.872,8.337,-8.054,-12.888,2.13,-2.743,8.507,2.066,-2.851,8.496,-0.076,0.651,-0.639,47.206
'0:00.211',-61.872,1229.597,8.376,-8.186,-12.808,2.082,-2.61,8.497,2.037,-2.724,8.506,-0.076,0.651,-0.639,47.21
'0:00.215',-48.949,1229.314,8.469,-7.762,-13.062,2.12,-2.55,8.523,1.98,-2.676,8.437,-0.05,0.658,-0.637,47.214
'0:00.219',-65.631,1228.985,8.857,-7.169,-14.078,2.193,-2.539,8.573,2.066,-2.628,8.498,-0.071,0.649,-0.649,47.218
'0:00.223',-62.694,1228.493,9.095,-6.764,-15.114,2.352,-2.59,8.646,2.18,-2.618,8.607,-0.073,0.658,-0.618,47.222
'0:00.227',-71.035,1227.776,9.079,-5.822,-15.956,2.485,-2.688,8.707,2.296,-2.736,8.618,-0.076,0.663,-0.637,47.226
'0:00.230',-63.477,1226.934,9.509,-4.569,-15.997,2.583,-2.761,8.743,2.41,-2.776,8.678,-0.071,0.661,-0.649,47.23
'0:00.234',-66.453,1226.105,9.605,-3.467,-16.077,2.643,-2.822,8.792,2.487,-2.795,8.748,-0.08,0.652,-0.649,47.234
'0:00.238',-64.848,1225.351,9.82,-2.732,-15.509,2.606,-2.857,8.79,2.429,-2.901,8.756,-0.08,0.652,-0.649,47.238
'0:00.242',-60.775,1224.671,10.529,-1.95,-14.76,2.557,-2.867,8.814,2.409,-2.91,8.775,-0.059,0.656,-0.624,47.242
'0:00.246',-54.862,1224.125,10.758,-2.044,-14.506,2.483,-2.879,8.764,2.362,-2.91,8.735,-0.066,0.665,-0.672,47.245
'0:00.250',-64.848,1223.775,11.129,-2.694,-14.84,2.434,-2.866,8.751,2.304,-2.879,8.763,-0.08,0.652,-0.628,47.249
'0:00.254',-66.453,1223.684,11.503,-3.561,-15.602,2.435,-2.854,8.74,2.333,-2.89,8.744,-0.073,0.661,-0.616,47.253
'0:00.258',-63.203,1223.875,11.702,-4.201,-16.137,2.483,-2.866,8.813,2.304,-2.88,8.734,-0.078,0.656,-0.603,47.257
'0:00.262',-74.794,1224.334,12.165,-4.691,-16.271,2.496,-2.853,8.862,2.352,-2.87,8.764,-0.078,0.656,-0.603,47.261
'0:00.266',-85.328,1224.971,12.351,-5.209,-16.565,2.532,-2.866,8.874,2.361,-2.86,8.784,-0.073,0.654,-0.645,47.265
'0:00.270',-81.295,1225.655,12.371,-6.076,-16.685,2.557,-2.842,8.911,2.381,-2.889,8.804,-0.085,0.659,-0.618,47.269
'0:00.273',-84.232,1226.259,12.874,-6.538,-16.672,2.606,-2.83,8.96,2.438,-2.889,8.863,-0.071,0.661,-0.662,47.273
'0:00.277',-79.415,1226.755,13.209,-6.716,-16.632,2.643,-2.795,8.949,2.428,-2.859,8.922,-0.09,0.649,-0.637,47.277
'0:00.281',-73.463,1227.143,13.325,-7.461,-16.21,2.668,-2.76,8.926,2.534,-2.831,8.924,-0.083,0.661,-0.588,47.281
'0:00.285',-68.881,1227.451,13.769,-8.403,-16.251,2.73,-2.738,8.903,2.544,-2.765,8.856,-0.097,0.668,-0.622,47.284
'0:00.289',-81.804,1227.764,13.778,-8.921,-16.15,2.779,-2.702,8.929,2.63,-2.757,8.848,-0.097,0.668,-0.622,47.288
'0:00.293',-83.723,1228.109,13.755,-9.015,-15.963,2.816,-2.691,8.941,2.63,-2.708,8.878,-0.078,0.672,-0.597,47.292
'0:00.297',-78.319,1228.397,14.004,-9.222,-15.749,2.84,-2.667,8.954,2.659,-2.718,8.868,-0.096,0.665,-0.63,47.296
'0:00.301',-88.03,1228.497,13.971,-9.439,-15.455,2.84,-2.691,8.942,2.668,-2.708,8.898,-0.087,0.665,-0.599,47.3
'0:00.305',-83.997,1228.397,14.209,-9.853,-15.041,2.84,-2.715,8.953,2.688,-2.718,8.898,-0.08,0.659,-0.643,47.304
'0:00.309',-82.626,1228.18,14.378,-10.23,-14.787,2.815,-2.75,8.977,2.659,-2.746,8.917,-0.097,0.659,-0.605,47.308
'0:00.313',-85.328,1227.876,14.736,-10.447,-14.299,2.815,-2.774,8.988,2.697,-2.776,8.937,-0.097,0.659,-0.605,47.312
'0:00.316',-77.77,1227.376,14.646,-11.003,-14.339,2.79,-2.797,8.988,2.668,-2.785,8.917,-0.099,0.666,-0.609,47.316
'0:00.320',-70.487,1226.563,15.021,-11.775,-14.178,2.815,-2.762,9.001,2.648,-2.803,8.975,-0.096,0.666,-0.58,47.32
'0:00.324',-67.55,1225.492,15.054,-12.51,-14.232,2.839,-2.786,9.001,2.697,-2.844,8.926,-0.096,0.675,-0.622,47.324
'0:00.328',-67.276,1224.375,15.269,-13.301,-14.025,2.851,-2.81,9.013,2.716,-2.854,8.927,-0.097,0.658,-0.586,47.327
'0:00.332',-69.704,1223.404,15.627,-13.32,-13.797,2.864,-2.8,8.964,2.687,-2.843,8.946,-0.089,0.672,-0.611,47.331
'0:00.336',-76.439,1222.65,15.796,-14.168,-13.249,2.852,-2.801,8.867,2.726,-2.797,8.869,-0.106,0.663,-0.614,47.335
'0:00.340',-83.449,1222.096,15.845,-15.487,-13.356,2.888,-2.791,8.832,2.727,-2.828,8.761,-0.106,0.663,-0.614,47.339
'0:00.344',-81.804,1221.717,16.1,-16.673,-13.851,2.876,-2.802,8.844,2.737,-2.838,8.761,-0.101,0.67,-0.586,47.343
'0:00.348',-84.232,1221.454,15.6,-17.276,-13.617,2.84,-2.717,8.832,2.737,-2.76,8.762,-0.11,0.665,-0.595,47.347
'0:00.352',-56.742,1221.196,15.17,-17.653,-12.701,2.731,-2.597,8.7,2.622,-2.663,8.673,-0.104,0.67,-0.609,47.351
'0:00.355',-46.756,1220.762,14.64,-18.209,-11.651,2.647,-2.488,8.664,2.527,-2.595,8.584,-0.115,0.668,-0.603,47.355
'0:00.359',-50.281,1220,14.65,-18.454,-11.237,2.575,-2.34,8.751,2.469,-2.428,8.623,-0.092,0.672,-0.58,47.359
'0:00.363',-46.247,1218.916,14.527,-18.058,-11.224,2.588,-2.232,8.777,2.45,-2.36,8.614,-0.092,0.67,-0.624,47.363
'0:00.367',-50.829,1217.732,14.136,-17.446,-11.07,2.651,-2.149,8.792,2.478,-2.224,8.674,-0.113,0.67,-0.624,47.367
'0:00.371',-57.29,1216.749,13.778,-17.107,-10.963,2.749,-2.127,8.806,2.565,-2.196,8.666,-0.125,0.663,-0.576,47.37
'0:00.375',-62.42,1216.207,13.381,-16.796,-10.963,2.884,-2.045,8.857,2.632,-2.157,8.736,-0.125,0.67,-0.586,47.374
'0:00.379',-49.184,1216.195,13.275,-16.071,-10.983,2.995,-2.034,8.907,2.795,-2.091,8.768,-0.108,0.674,-0.561,47.378
'0:00.383',-30.858,1216.645,12.589,-15.496,-10.722,3.105,-1.976,8.946,2.882,-2.083,8.77,-0.12,0.665,-0.601,47.382
'0:00.387',-20.911,1217.395,12.159,-14.177,-10.087,3.106,-1.952,8.959,2.92,-2.025,8.81,-0.125,0.666,-0.568,47.386
'0:00.391',4.464,1218.27,11.748,-13.226,-9.265,3.131,-1.893,8.912,2.949,-1.986,8.811,-0.125,0.666,-0.568,47.39
'0:00.395',16.839,1219.133,11.106,-12.303,-8.677,3.095,-1.833,8.876,2.911,-1.938,8.762,-0.117,0.675,-0.63,47.394
'0:00.398',16.839,1219.862,10.586,-11.304,-8.363,3.07,-1.809,8.864,2.882,-1.89,8.703,-0.125,0.661,-0.603,47.398
'0:00.402',20.911,1220.32,10.572,-11.172,-8.704,3.071,-1.797,8.828,2.873,-1.841,8.703,-0.122,0.677,-0.568,47.402
'0:00.406',28.43,1220.395,9.678,-10.55,-8.496,2.998,-1.773,8.743,2.854,-1.823,8.615,-0.131,0.67,-0.57,47.406
'0:00.410',18.992,1220.075,8.479,-8.827,-7.794,2.937,-1.688,8.719,2.787,-1.764,8.615,-0.117,0.679,-0.595,47.409
'0:00.414',16.564,1219.499,7.737,-7.687,-7.901,2.937,-1.712,8.743,2.739,-1.754,8.565,-0.131,0.666,-0.584,47.413
'0:00.418',18.483,1218.924,7.267,-6.641,-8.296,2.937,-1.724,8.731,2.826,-1.795,8.566,-0.131,0.666,-0.584,47.417
'0:00.422',6.618,1218.603,6.591,-5.379,-8.503,2.998,-1.75,8.707,2.826,-1.765,8.576,-0.115,0.675,-0.557,47.421
'0:00.426',-2.819,1218.649,5.743,-4.701,-8.637,3.071,-1.812,8.695,2.894,-1.845,8.528,-0.129,0.666,-0.595,47.425
'0:00.430',-28.978,1219.037,5.104,-3.674,-8.65,3.095,-1.824,8.731,2.912,-1.912,8.576,-0.139,0.666,-0.561,47.429
'0:00.434',-31.68,1219.687,4.14,-2.006,-8.349,3.082,-1.871,8.778,2.922,-1.903,8.577,-0.139,0.675,-0.578,47.433
'0:00.438',-29.8,1220.541,3.643,-0.518,-8.195,3.033,-1.893,8.838,2.931,-1.931,8.645,-0.122,0.674,-0.557,47.437
'0:00.441',-41.666,1221.617,3.011,0.989,-7.808,2.959,-1.914,8.873,2.863,-1.928,8.741,-0.122,0.674,-0.557,47.441
'0:00.445',-66.179,1223.025,2.56,2.44,-7.373,2.873,-1.911,8.92,2.757,-1.925,8.798,-0.132,0.668,-0.593,47.445
'0:00.449',-76.165,1224.846,1.961,3.419,-7.313,2.812,-1.933,8.955,2.718,-1.934,8.807,-0.129,0.677,-0.563,47.449
'0:00.453',-80.472,1227.013,1.553,3.806,-7.126,2.799,-1.945,8.979,2.689,-1.991,8.826,-0.125,0.674,-0.62,47.452
'0:00.457',-94.491,1229.276,0.941,4.409,-7.387,2.763,-1.967,9.014,2.631,-1.989,8.874,-0.134,0.663,-0.58,47.456
'0:00.461',-88.813,1231.327,0.484,4.927,-7.707,2.811,-2.004,9.026,2.66,-2.058,8.854,-0.125,0.677,-0.547,47.46
'0:00.465',-82.9,1232.898,0.036,5.313,-7.908,2.86,-2.041,9.014,2.679,-2.118,8.805,-0.127,0.668,-0.553,47.464
'0:00.469',-78.867,1233.852,-0.59,5.652,-8.209,2.896,-2.091,8.99,2.727,-2.127,8.855,-0.127,0.668,-0.553,47.468
'0:00.473',-81.804,1234.186,-0.908,6.575,-8.236,2.957,-2.092,8.991,2.794,-2.147,8.895,-0.124,0.677,-0.599,47.472
'0:00.477',-92.064,1233.973,-1.646,6.877,-8.409,3.03,-2.141,9.015,2.823,-2.177,8.856,-0.138,0.668,-0.572,47.476
'0:00.480',-85.876,1233.377,-1.984,7.282,-8.704,3.078,-2.19,9.039,2.938,-2.246,8.896,-0.12,0.677,-0.584,47.48
'0:00.484',-82.352,1232.627,-2.726,8.035,-8.804,3.103,-2.214,9.075,2.957,-2.217,8.916,-0.134,0.663,-0.588,47.484
'0:00.488',-80.747,1231.902,-3.193,8.356,-8.369,3.065,-2.285,9.098,2.899,-2.302,8.993,-0.127,0.677,-0.561,47.488
'0:00.492',-82.9,1231.239,-3.643,8.582,-8.476,2.991,-2.306,9.144,2.851,-2.379,9.011,-0.127,0.677,-0.561,47.492
'0:00.496',-90.732,1230.589,-3.951,8.893,-8.182,2.918,-2.317,9.131,2.803,-2.407,9.01,-0.145,0.679,-0.572,47.495
'0:00.500',-83.174,1229.964,-4.369,8.827,-7.808,2.832,-2.35,9.154,2.716,-2.425,9.028,-0.125,0.682,-0.557,47.499
'0:00.504',-66.179,1229.506,-4.922,8.356,-7.741,2.757,-2.408,9.2,2.619,-2.422,9.055,-0.131,0.668,-0.593,47.503
'0:00.508',-67.276,1229.351,-4.958,8.035,-7.634,2.635,-2.441,9.234,2.513,-2.478,9.131,-0.115,0.674,-0.561,47.507
'0:00.512',-68.059,1229.501,-5.18,7.96,-6.337,2.475,-2.452,9.086,2.427,-2.496,9.091,-0.12,0.672,-0.618,47.511
'0:00.516',-72.641,1229.839,-5.637,6.839,-4.866,2.341,-2.43,8.819,2.323,-2.49,8.835,-0.131,0.67,-0.576,47.515
'0:00.520',-48.949,1230.289,-5.667,4.823,-4.626,2.391,-2.337,8.676,2.277,-2.396,8.62,-0.131,0.67,-0.576,47.519
'0:00.523',-50.006,1230.881,-6.098,2.76,-6.264,2.613,-2.246,8.705,2.373,-2.369,8.593,-0.132,0.677,-0.576,47.523
'0:00.527',-52.16,1231.643,-7.211,1.959,-8.028,2.932,-2.203,8.807,2.632,-2.256,8.647,-0.122,0.675,-0.549,47.527
'0:00.531',-21.42,1232.564,-8.525,3.335,-8.61,3.128,-2.194,8.894,2.786,-2.277,8.698,-0.124,0.67,-0.599,47.531
'0:00.535',67.002,1233.606,-9.142,5.36,-7.092,3.226,-2.147,8.933,2.948,-2.297,8.828,-0.136,0.665,-0.57,47.534
'0:00.539',229.278,1234.648,-9.579,7.253,-4.9,3.226,-2.146,9.018,3.025,-2.267,8.907,-0.12,0.677,-0.628,47.538
'0:00.543',369.468,1235.473,-9.579,7.885,-4.292,3.275,-2.144,9.188,3.014,-2.246,8.995,-0.12,0.677,-0.628,47.542
'0:00.547',437.958,1235.903,-9.953,7.819,-4.425,3.348,-2.155,9.31,3.177,-2.218,9.096,-0.138,0.665,-0.597,47.546
'0:00.551',295.34,1235.898,-10.486,8.101,-4.205,3.323,-2.179,9.272,3.129,-2.225,9.163,-0.131,0.668,-0.568,47.55
'0:00.555',7.401,1235.586,-10.774,8.054,-3.088,3.225,-2.191,9.174,3.091,-2.256,9.055,-0.131,0.675,-0.576,47.554
'0:00.559',-225.519,1235.119,-11.129,7.734,-1.838,3.066,-2.2,9.123,3.043,-2.294,9.064,-0.124,0.679,-0.601,47.558
'0:00.563',-536.365,1234.573,-10.738,7.272,-0.869,2.932,-2.186,9.097,2.851,-2.311,9.002,-0.131,0.666,-0.601,47.562
'0:00.566',-823.481,1233.981,-10.761,6.349,-0.421,2.821,-2.208,9.047,2.688,-2.262,8.902,-0.113,0.674,-0.576,47.566
'0:00.570',-915.937,1233.415,-10.89,5.351,-0.622,2.747,-2.256,8.985,2.64,-2.291,8.862,-0.113,0.674,-0.576,47.57
'0:00.574',-838.049,1232.952,-11.235,4.145,-1.029,2.698,-2.304,8.898,2.573,-2.33,8.802,-0.118,0.654,-0.62,47.574
'0:00.578',-681.137,1232.652,-11.98,2.798,-0.521,2.624,-2.328,8.836,2.525,-2.338,8.82,-0.131,0.665,-0.572,47.577
'0:00.582',-518.039,1232.544,-12.036,2.421,-0.334,2.612,-2.352,8.787,2.449,-2.436,8.701,-0.132,0.668,-0.588,47.581
'0:00.586',-357.094,1232.623,-12.397,2.223,-0.689,2.636,-2.341,8.788,2.459,-2.437,8.643,-0.118,0.668,-0.574,47.585
'0:00.590',-182.639,1232.848,-12.921,2.421,-0.622,2.697,-2.33,8.801,2.507,-2.398,8.693,-0.127,0.668,-0.603,47.589
'0:00.594',-79.65,1233.044,-13.467,2.553,-0.388,2.746,-2.344,8.789,2.555,-2.381,8.654,-0.127,0.668,-0.603,47.593
'0:00.598',-40.569,1232.998,-14.05,3.109,-0.047,2.784,-2.285,8.755,2.545,-2.37,8.684,-0.12,0.663,-0.578,47.597
'0:00.602',-33.285,1232.61,-14.742,3.514,0.588,2.796,-2.249,8.755,2.594,-2.314,8.607,-0.118,0.675,-0.639,47.601
'0:00.605',-7.949,1231.923,-15.193,4.361,1.05,2.785,-2.201,8.768,2.565,-2.303,8.665,-0.129,0.658,-0.607,47.605
'0:00.609',11.474,1231.035,-15.415,5.398,1.497,2.834,-2.153,8.794,2.642,-2.265,8.657,-0.125,0.665,-0.582,47.609
'0:00.613',31.954,1230.018,-16.054,6.547,2.012,2.81,-2.117,8.794,2.652,-2.169,8.638,-0.134,0.661,-0.584,47.613
'0:00.617',27.098,1228.951,-16.627,7.951,2.727,2.835,-2.093,8.807,2.585,-2.13,8.608,-0.117,0.665,-0.618,47.617
'0:00.621',20.637,1227.897,-16.908,9.1,3.162,2.811,-2.069,8.783,2.642,-2.15,8.609,-0.117,0.665,-0.618,47.62
'0:00.625',25.728,1226.901,-17.362,9.74,3.636,2.823,-2.069,8.795,2.632,-2.139,8.648,-0.131,0.659,-0.609,47.624
'0:00.629',55.685,1226.092,-17.905,10.579,4.111,2.859,-2.081,8.844,2.651,-2.178,8.687,-0.106,0.663,-0.599,47.628
'0:00.633',75.068,1225.655,-18.459,11.982,4.145,2.896,-2.105,8.893,2.689,-2.177,8.746,-0.115,0.652,-0.63,47.632
'0:00.637',59.992,1225.667,-18.737,12.962,4.786,2.932,-2.166,8.88,2.689,-2.207,8.726,-0.132,0.656,-0.591,47.636
'0:00.641',58.112,1226.03,-19.187,13.508,5.214,2.931,-2.238,8.891,2.785,-2.276,8.757,-0.127,0.663,-0.603,47.64
'0:00.645',60.266,1226.501,-19.492,13.687,5.167,2.979,-2.346,8.938,2.795,-2.323,8.815,-0.127,0.663,-0.603,47.644
'0:00.648',68.333,1226.888,-19.74,14.262,5.261,2.978,-2.405,8.997,2.852,-2.431,8.825,-0.113,0.659,-0.588,47.648
'0:00.652',86.934,1227.172,-20.29,14.742,5.582,2.965,-2.524,9.019,2.842,-2.487,8.902,-0.118,0.654,-0.618,47.652
'0:00.656',91.515,1227.513,-20.37,15.025,5.923,2.939,-2.609,8.981,2.784,-2.603,8.901,-0.12,0.651,-0.593,47.656
'0:00.660',77.222,1228.114,-20.681,14.714,6.33,2.889,-2.715,9.015,2.764,-2.707,9.007,-0.106,0.661,-0.657,47.659
'0:00.664',94.491,1229.051,-20.433,14.516,6.544,2.888,-2.81,9.086,2.696,-2.775,8.995,-0.12,0.642,-0.622,47.663
'0:00.668',98.016,1230.268,-20.621,14.394,6.304,2.825,-2.917,9.071,2.629,-2.909,9.032,-0.11,0.658,-0.597,47.667
'0:00.672',114.972,1231.61,-20.837,13.895,6.665,2.837,-2.978,9.046,2.629,-2.967,9.002,-0.11,0.658,-0.597,47.671
'0:00.676',107.179,1232.969,-20.717,12.943,7.012,2.8,-3.038,9.008,2.687,-3.027,8.974,-0.103,0.651,-0.595,47.675
'0:00.680',96.645,1234.34,-20.9,11.803,7.246,2.812,-3.074,9.019,2.658,-3.018,8.944,-0.101,0.656,-0.639,47.679
'0:00.684',97.193,1235.728,-20.688,11.163,7.3,2.799,-3.098,9.007,2.639,-3.153,8.933,-0.115,0.652,-0.62,47.683
'0:00.688',111.761,1237.074,-21.032,10.24,7.734,2.799,-3.061,9.019,2.619,-3.133,8.982,-0.087,0.656,-0.624,47.687
'0:00.691',126.054,1238.241,-21.122,9.966,7.955,2.812,-3.05,9.02,2.59,-3.122,8.991,-0.106,0.643,-0.637,47.691
'0:00.695',136.823,1239.132,-20.916,9.42,8.175,2.824,-3.014,8.996,2.629,-3.075,8.963,-0.106,0.643,-0.607,47.695
'0:00.699',130.636,1239.757,-21.224,8.619,8.47,2.837,-3.003,8.96,2.61,-3.056,8.904,-0.11,0.647,-0.607,47.699
'0:00.703',131.967,1240.162,-21.463,8.016,9.252,2.813,-2.98,8.912,2.659,-3.039,8.827,-0.106,0.658,-0.626,47.702
'0:00.707',143.284,1240.345,-21.853,6.971,9.7,2.801,-2.92,8.877,2.631,-2.962,8.759,-0.101,0.645,-0.653,47.706
